,sched_dep_datetime (mod),dep_time,sched_dep_time,dep_delay,name,actual_delay,station,Wind Speed [in knots],Wind Gust [in knots],One hour precipitation [in inches],Pressure altimeter [in inches],Visibility [in miles],Sky Level 1 Coverage,Sky Level 2 Coverage,Sky Level 3 Coverage,Sky Level 4 Coverage
2859,2013-04-06 16:51:00,17:10,16:55,15.0,Virgin America,6.0,JFK,12.0,,0.00,30.29,10.0,1.0,,,
2860,2013-04-06 16:51:00,16:56,17:00,-4.0,American Airlines Inc.,-28.0,JFK,12.0,,0.00,30.29,10.0,1.0,,,
2861,2013-04-06 17:51:00,18:44,17:35,69.0,Delta Air Lines Inc.,117.0,JFK,0.0,,0.00,30.3,10.0,1.0,,,
2862,2013-04-06 18:51:00,19:30,18:35,55.0,United Air Lines Inc.,97.0,JFK,13.0,,0.00,30.29,10.0,1.0,,,
2863,2013-04-06 18:51:00,18:57,19:00,-3.0,Delta Air Lines Inc.,-23.0,JFK,13.0,,0.00,30.29,10.0,1.0,,,
2864,2013-04-06 18:51:00,19:06,19:10,-4.0,American Airlines Inc.,-19.0,JFK,13.0,,0.00,30.29,10.0,1.0,,,
2865,2013-04-06 19:51:00,20:10,20:05,5.0,Virgin America,4.0,JFK,13.0,,0.00,30.28,10.0,2.0,,,
2866,2013-04-06 20:51:00,20:29,20:32,-3.0,JetBlue Airways,19.0,JFK,16.0,,0.00,30.29,10.0,2.0,,,
2867,2013-04-07 06:51:00,06:59,07:00,-1.0,Delta Air Lines Inc.,22.0,JFK,10.0,,0.00,30.31,10.0,4.0,,,
2868,2013-04-07 06:51:00,07:09,07:10,-1.0,Virgin America,-2.0,JFK,10.0,,0.00,30.31,10.0,4.0,,,
2869,2013-04-07 06:51:00,07:29,07:10,19.0,JetBlue Airways,29.0,JFK,10.0,,0.00,30.31,10.0,4.0,,,
2870,2013-04-07 07:51:00,07:28,07:30,-2.0,American Airlines Inc.,-17.0,JFK,10.0,,0.00,30.31,10.0,4.0,,,
2871,2013-04-07 08:51:00,08:32,08:40,-8.0,United Air Lines Inc.,-21.0,JFK,8.0,,0.00,30.3,10.0,2.0,4.0,,
2872,2013-04-07 08:51:00,08:55,09:00,-5.0,Delta Air Lines Inc.,-10.0,JFK,8.0,,0.00,30.3,10.0,2.0,4.0,,
2873,2013-04-07 08:51:00,08:56,09:00,-4.0,American Airlines Inc.,-25.0,JFK,8.0,,0.00,30.3,10.0,2.0,4.0,,
2874,2013-04-07 08:51:00,09:10,09:10,0.0,Virgin America,0.0,JFK,8.0,,0.00,30.3,10.0,2.0,4.0,,
2875,2013-04-07 10:51:00,10:21,10:30,-9.0,American Airlines Inc.,-22.0,JFK,7.0,,0.00,30.3,10.0,2.0,4.0,4.0,
2876,2013-04-07 10:51:00,11:22,11:08,14.0,JetBlue Airways,32.0,JFK,7.0,,0.00,30.3,10.0,2.0,4.0,4.0,
2877,2013-04-07 11:51:00,11:48,12:00,-12.0,American Airlines Inc.,-39.0,JFK,9.0,,0.00,30.31,10.0,2.0,4.0,4.0,
2878,2013-04-07 11:51:00,11:54,12:00,-6.0,Delta Air Lines Inc.,-11.0,JFK,9.0,,0.00,30.31,10.0,2.0,4.0,4.0,
2879,2013-04-07 11:51:00,11:57,12:00,-3.0,United Air Lines Inc.,-7.0,JFK,9.0,,0.00,30.31,10.0,2.0,4.0,4.0,
2880,2013-04-07 13:51:00,13:22,13:25,-3.0,Virgin America,-6.0,JFK,10.0,,0.00,30.29,10.0,2.0,4.0,4.0,4.0
2881,2013-04-07 13:51:00,13:39,13:45,-6.0,American Airlines Inc.,-18.0,JFK,10.0,,0.00,30.29,10.0,2.0,4.0,4.0,4.0
2882,2013-04-07 14:51:00,14:46,14:45,1.0,Delta Air Lines Inc.,-22.0,JFK,15.0,20.0,0.00,30.27,10.0,2.0,3.0,4.0,
2883,2013-04-07 15:51:00,15:52,15:45,7.0,American Airlines Inc.,10.0,JFK,16.0,,0.00,30.25,10.0,2.0,3.0,,
2884,2013-04-07 15:51:00,15:43,15:45,-2.0,United Air Lines Inc.,8.0,JFK,16.0,,0.00,30.25,10.0,2.0,3.0,,
2885,2013-04-07 15:51:00,15:58,16:00,-2.0,Delta Air Lines Inc.,15.0,JFK,16.0,,0.00,30.25,10.0,2.0,3.0,,
2886,2013-04-07 16:51:00,16:49,16:30,19.0,JetBlue Airways,35.0,JFK,21.0,28.0,0.00,30.2,10.0,2.0,3.0,4.0,
2887,2013-04-07 16:51:00,16:59,16:55,4.0,Virgin America,-1.0,JFK,21.0,28.0,0.00,30.2,10.0,2.0,3.0,4.0,
2888,2013-04-07 16:51:00,16:58,17:00,-2.0,American Airlines Inc.,-20.0,JFK,21.0,28.0,0.00,30.2,10.0,2.0,3.0,4.0,
2889,2013-04-07 17:51:00,17:36,17:35,1.0,Delta Air Lines Inc.,5.0,JFK,20.0,27.0,0.00,30.17,10.0,2.0,3.0,,
2890,2013-04-07 17:51:00,17:53,17:55,-2.0,United Air Lines Inc.,7.0,JFK,20.0,27.0,0.00,30.17,10.0,2.0,3.0,,
2891,2013-04-07 18:51:00,18:57,19:00,-3.0,Delta Air Lines Inc.,15.0,JFK,23.0,29.0,0.00,30.14,10.0,2.0,3.0,4.0,
2892,2013-04-07 18:51:00,19:07,19:10,-3.0,American Airlines Inc.,-16.0,JFK,23.0,29.0,0.00,30.14,10.0,2.0,3.0,4.0,
2893,2013-04-07 19:51:00,20:05,20:05,0.0,Virgin America,20.0,JFK,22.0,30.0,0.00,30.1,10.0,2.0,4.0,4.0,
2894,2013-04-07 20:51:00,20:22,20:25,-3.0,United Air Lines Inc.,17.0,JFK,25.0,32.0,0.00,30.06,10.0,2.0,4.0,4.0,
2895,2013-04-07 20:51:00,20:46,20:32,14.0,JetBlue Airways,20.0,JFK,25.0,32.0,0.00,30.06,10.0,2.0,4.0,4.0,
2896,2013-04-07 20:51:00,20:57,21:00,-3.0,Delta Air Lines Inc.,-19.0,JFK,25.0,32.0,0.00,30.06,10.0,2.0,4.0,4.0,
2897,2013-04-07 21:51:00,21:41,21:45,-4.0,American Airlines Inc.,-20.0,JFK,21.0,31.0,0.00,30.06,10.0,2.0,3.0,4.0,4.0
2898,2013-04-08 06:51:00,06:22,06:30,-8.0,United Air Lines Inc.,-12.0,JFK,0.0,,0.00,29.99,10.0,3.0,,,
2899,2013-04-08 06:51:00,07:01,07:05,-4.0,Delta Air Lines Inc.,-4.0,JFK,0.0,,0.00,29.99,10.0,3.0,,,
2900,2013-04-08 06:51:00,07:09,07:10,-1.0,Virgin America,1.0,JFK,0.0,,0.00,29.99,10.0,3.0,,,
2901,2013-04-08 06:51:00,07:12,07:10,2.0,JetBlue Airways,15.0,JFK,0.0,,0.00,29.99,10.0,3.0,,,
2902,2013-04-08 07:51:00,07:30,07:30,0.0,American Airlines Inc.,-2.0,JFK,0.0,,0.00,30.0,10.0,2.0,,,
2903,2013-04-08 08:51:00,08:35,08:40,-5.0,United Air Lines Inc.,-19.0,JFK,0.0,,0.00,30.01,10.0,2.0,,,
2904,2013-04-08 08:51:00,08:55,09:00,-5.0,Delta Air Lines Inc.,-47.0,JFK,0.0,,0.00,30.01,10.0,2.0,,,
2905,2013-04-08 08:51:00,08:55,09:00,-5.0,American Airlines Inc.,-20.0,JFK,0.0,,0.00,30.01,10.0,2.0,,,
2906,2013-04-08 08:51:00,09:03,09:10,-7.0,Virgin America,-22.0,JFK,0.0,,0.00,30.01,10.0,2.0,,,
2907,2013-04-08 10:51:00,10:23,10:30,-7.0,American Airlines Inc.,-14.0,JFK,5.0,,0.00,30.04,10.0,2.0,3.0,3.0,4.0
2908,2013-04-08 10:51:00,11:02,11:08,-6.0,JetBlue Airways,-16.0,JFK,5.0,,0.00,30.04,10.0,2.0,3.0,3.0,4.0
2909,2013-04-08 11:51:00,11:50,12:00,-10.0,American Airlines Inc.,-13.0,JFK,5.0,,0.00,30.06,10.0,2.0,4.0,4.0,
2910,2013-04-08 11:51:00,11:50,12:00,-10.0,United Air Lines Inc.,-29.0,JFK,5.0,,0.00,30.06,10.0,2.0,4.0,4.0,
2911,2013-04-08 11:51:00,11:58,12:00,-2.0,Delta Air Lines Inc.,2.0,JFK,5.0,,0.00,30.06,10.0,2.0,4.0,4.0,
2912,2013-04-08 13:51:00,13:24,13:25,-1.0,Virgin America,0.0,JFK,4.0,,0.00,30.07,10.0,2.0,3.0,,
2913,2013-04-08 13:51:00,13:45,13:45,0.0,American Airlines Inc.,3.0,JFK,4.0,,0.00,30.07,10.0,2.0,3.0,,
2914,2013-04-08 14:51:00,14:40,14:45,-5.0,Delta Air Lines Inc.,-5.0,JFK,8.0,,0.00,30.08,10.0,2.0,3.0,,
2915,2013-04-08 15:51:00,15:43,15:45,-2.0,United Air Lines Inc.,-5.0,JFK,4.0,,0.00,30.09,10.0,2.0,3.0,,
2916,2013-04-08 15:51:00,15:39,15:45,-6.0,American Airlines Inc.,0.0,JFK,4.0,,0.00,30.09,10.0,2.0,3.0,,
2917,2013-04-08 15:51:00,15:58,16:00,-2.0,Delta Air Lines Inc.,-24.0,JFK,4.0,,0.00,30.09,10.0,2.0,3.0,,
2918,2013-04-08 16:51:00,16:29,16:30,-1.0,JetBlue Airways,-22.0,JFK,9.0,,0.00,30.08,10.0,2.0,3.0,,
2919,2013-04-08 16:51:00,16:53,16:55,-2.0,Virgin America,-20.0,JFK,9.0,,0.00,30.08,10.0,2.0,3.0,,
2920,2013-04-08 16:51:00,16:52,17:00,-8.0,American Airlines Inc.,-36.0,JFK,9.0,,0.00,30.08,10.0,2.0,3.0,,
2921,2013-04-08 17:51:00,17:30,17:35,-5.0,Delta Air Lines Inc.,-3.0,JFK,8.0,,0.00,30.06,10.0,2.0,3.0,4.0,
2922,2013-04-08 17:51:00,18:09,17:53,16.0,United Air Lines Inc.,39.0,JFK,8.0,,0.00,30.06,10.0,2.0,3.0,4.0,
2923,2013-04-08 18:51:00,18:56,19:00,-4.0,Delta Air Lines Inc.,-15.0,JFK,9.0,,0.00,30.05,10.0,2.0,4.0,,
2924,2013-04-08 18:51:00,19:11,19:10,1.0,American Airlines Inc.,-33.0,JFK,9.0,,0.00,30.05,10.0,2.0,4.0,,
2925,2013-04-08 19:51:00,20:02,20:05,-3.0,Virgin America,-4.0,JFK,9.0,,0.00,30.03,10.0,4.0,,,
2926,2013-04-08 20:51:00,20:42,20:29,13.0,United Air Lines Inc.,23.0,JFK,10.0,,0.00,30.04,10.0,2.0,4.0,,
2927,2013-04-08 20:51:00,20:28,20:32,-4.0,JetBlue Airways,-18.0,JFK,10.0,,0.00,30.04,10.0,2.0,4.0,,
2928,2013-04-08 20:51:00,20:52,21:00,-8.0,Delta Air Lines Inc.,-28.0,JFK,10.0,,0.00,30.04,10.0,2.0,4.0,,
2929,2013-04-08 21:51:00,21:52,21:45,7.0,American Airlines Inc.,-10.0,JFK,12.0,,0.00,30.04,10.0,2.0,4.0,,
2930,2013-04-09 05:51:00,05:56,06:00,-4.0,United Air Lines Inc.,-34.0,JFK,7.0,,0.00,29.98,10.0,4.0,5.0,,
2931,2013-04-09 06:51:00,06:59,07:05,-6.0,Delta Air Lines Inc.,-29.0,JFK,0.0,,0.00,29.96,10.0,4.0,5.0,,
2932,2013-04-09 06:51:00,07:06,07:10,-4.0,JetBlue Airways,-46.0,JFK,0.0,,0.00,29.96,10.0,4.0,5.0,,
2933,2013-04-09 06:51:00,07:06,07:10,-4.0,Virgin America,-38.0,JFK,0.0,,0.00,29.96,10.0,4.0,5.0,,
2934,2013-04-09 07:51:00,07:23,07:30,-7.0,American Airlines Inc.,-34.0,JFK,0.0,,0.00,29.96,10.0,4.0,5.0,,
2935,2013-04-09 08:51:00,08:40,08:40,0.0,United Air Lines Inc.,-9.0,JFK,3.0,,0.00,29.95,10.0,4.0,5.0,,
2936,2013-04-09 08:51:00,08:52,09:00,-8.0,American Airlines Inc.,-55.0,JFK,3.0,,0.00,29.95,10.0,4.0,5.0,,
2937,2013-04-09 08:51:00,08:59,09:00,-1.0,Delta Air Lines Inc.,-33.0,JFK,3.0,,0.00,29.95,10.0,4.0,5.0,,
2938,2013-04-09 08:51:00,09:07,09:10,-3.0,Virgin America,-47.0,JFK,3.0,,0.00,29.95,10.0,4.0,5.0,,
2939,2013-04-09 10:51:00,10:25,10:30,-5.0,American Airlines Inc.,-33.0,JFK,0.0,,0.00,29.97,9.0,2.0,4.0,4.0,
2940,2013-04-09 10:51:00,11:32,11:08,24.0,JetBlue Airways,19.0,JFK,0.0,,0.00,29.97,9.0,2.0,4.0,4.0,
2941,2013-04-09 10:51:00,11:04,11:13,-9.0,United Air Lines Inc.,-42.0,JFK,0.0,,0.00,29.97,9.0,2.0,4.0,4.0,
2942,2013-04-09 11:51:00,11:52,12:00,-8.0,Delta Air Lines Inc.,-39.0,JFK,0.0,,0.00,29.97,9.0,2.0,3.0,4.0,
2943,2013-04-09 11:51:00,11:50,12:00,-10.0,American Airlines Inc.,-49.0,JFK,0.0,,0.00,29.97,9.0,2.0,3.0,4.0,
2944,2013-04-09 13:51:00,13:22,13:25,-3.0,Virgin America,-32.0,JFK,6.0,,0.00,29.96,10.0,3.0,,,
2945,2013-04-09 13:51:00,13:46,13:45,1.0,American Airlines Inc.,-34.0,JFK,6.0,,0.00,29.96,10.0,3.0,,,
2946,2013-04-09 14:51:00,14:37,14:45,-8.0,Delta Air Lines Inc.,-34.0,JFK,11.0,24.0,0.00,29.95,10.0,2.0,4.0,,
2947,2013-04-09 15:51:00,15:45,15:40,5.0,United Air Lines Inc.,-12.0,JFK,19.0,30.0,0.00,29.95,10.0,2.0,4.0,,
2948,2013-04-09 15:51:00,15:40,15:45,-5.0,American Airlines Inc.,-34.0,JFK,19.0,30.0,0.00,29.95,10.0,2.0,4.0,,
2949,2013-04-09 15:51:00,15:58,16:00,-2.0,Delta Air Lines Inc.,-12.0,JFK,19.0,30.0,0.00,29.95,10.0,2.0,4.0,,
2950,2013-04-09 16:51:00,16:28,16:30,-2.0,JetBlue Airways,-52.0,JFK,16.0,23.0,0.00,29.95,10.0,2.0,4.0,,
2951,2013-04-09 16:51:00,16:53,16:55,-2.0,Virgin America,-41.0,JFK,16.0,23.0,0.00,29.95,10.0,2.0,4.0,,
2952,2013-04-09 16:51:00,17:00,17:00,0.0,American Airlines Inc.,-33.0,JFK,16.0,23.0,0.00,29.95,10.0,2.0,4.0,,
2953,2013-04-09 17:51:00,17:37,17:35,2.0,Delta Air Lines Inc.,-30.0,JFK,17.0,24.0,0.00,29.95,10.0,2.0,3.0,,
2954,2013-04-09 17:51:00,18:09,17:55,14.0,United Air Lines Inc.,24.0,JFK,17.0,24.0,0.00,29.95,10.0,2.0,3.0,,
2955,2013-04-09 18:51:00,18:56,19:00,-4.0,Delta Air Lines Inc.,-40.0,JFK,12.0,,0.00,29.93,10.0,3.0,,,
2956,2013-04-09 18:51:00,19:03,19:10,-7.0,American Airlines Inc.,-70.0,JFK,12.0,,0.00,29.93,10.0,3.0,,,
2957,2013-04-09 19:51:00,20:03,20:05,-2.0,Virgin America,-46.0,JFK,10.0,19.0,0.00,29.93,10.0,4.0,,,
2958,2013-04-09 20:51:00,20:28,20:25,3.0,United Air Lines Inc.,-2.0,JFK,9.0,,0.00,29.92,10.0,2.0,,,
2959,2013-04-09 20:51:00,20:31,20:32,-1.0,JetBlue Airways,-14.0,JFK,9.0,,0.00,29.92,10.0,2.0,,,
2960,2013-04-09 20:51:00,21:03,21:00,3.0,Delta Air Lines Inc.,-19.0,JFK,9.0,,0.00,29.92,10.0,2.0,,,
2961,2013-04-09 21:51:00,21:41,21:45,-4.0,American Airlines Inc.,-49.0,JFK,5.0,,0.00,29.93,10.0,4.0,,,
2962,2013-04-10 05:51:00,06:17,06:00,17.0,United Air Lines Inc.,20.0,JFK,3.0,,0.00,29.87,10.0,4.0,4.0,,
2963,2013-04-10 06:51:00,06:59,07:05,-6.0,Delta Air Lines Inc.,-2.0,JFK,7.0,,0.00,29.83,10.0,3.0,,,
2964,2013-04-10 06:51:00,07:06,07:10,-4.0,Virgin America,-34.0,JFK,7.0,,0.00,29.83,10.0,3.0,,,
2965,2013-04-10 06:51:00,07:31,07:10,21.0,JetBlue Airways,30.0,JFK,7.0,,0.00,29.83,10.0,3.0,,,
2966,2013-04-10 07:51:00,07:23,07:30,-7.0,American Airlines Inc.,-6.0,JFK,7.0,,0.00,29.86,10.0,3.0,3.0,,
2967,2013-04-10 08:51:00,08:39,08:40,-1.0,United Air Lines Inc.,-21.0,JFK,9.0,,0.00,29.88,10.0,3.0,4.0,,
2968,2013-04-10 08:51:00,08:56,09:00,-4.0,Delta Air Lines Inc.,-28.0,JFK,9.0,,0.00,29.88,10.0,3.0,4.0,,
2969,2013-04-10 08:51:00,09:38,09:00,38.0,American Airlines Inc.,58.0,JFK,9.0,,0.00,29.88,10.0,3.0,4.0,,
2970,2013-04-10 08:51:00,09:13,09:10,3.0,Virgin America,-40.0,JFK,9.0,,0.00,29.88,10.0,3.0,4.0,,
2971,2013-04-10 10:51:00,10:27,10:30,-3.0,American Airlines Inc.,-7.0,JFK,6.0,,0.00,29.93,10.0,2.0,4.0,,
2972,2013-04-10 10:51:00,11:03,11:08,-5.0,JetBlue Airways,-23.0,JFK,6.0,,0.00,29.93,10.0,2.0,4.0,,
2973,2013-04-10 10:51:00,11:08,11:13,-5.0,United Air Lines Inc.,-21.0,JFK,6.0,,0.00,29.93,10.0,2.0,4.0,,
2974,2013-04-10 11:51:00,11:58,12:00,-2.0,American Airlines Inc.,-21.0,JFK,4.0,,0.00,29.95,10.0,2.0,3.0,4.0,
2975,2013-04-10 11:51:00,11:55,12:00,-5.0,Delta Air Lines Inc.,-33.0,JFK,4.0,,0.00,29.95,10.0,2.0,3.0,4.0,
2976,2013-04-10 13:51:00,13:26,13:25,1.0,Virgin America,-4.0,JFK,4.0,,0.00,29.95,10.0,2.0,3.0,4.0,
2977,2013-04-10 13:51:00,13:41,13:45,-4.0,American Airlines Inc.,-11.0,JFK,4.0,,0.00,29.95,10.0,2.0,3.0,4.0,
2978,2013-04-10 14:51:00,14:38,14:45,-7.0,Delta Air Lines Inc.,-52.0,JFK,3.0,,0.00,29.94,10.0,2.0,4.0,,
2979,2013-04-10 15:51:00,15:49,15:40,9.0,United Air Lines Inc.,-5.0,JFK,10.0,,0.00,29.94,10.0,3.0,3.0,,
2980,2013-04-10 15:51:00,15:41,15:45,-4.0,American Airlines Inc.,76.0,JFK,10.0,,0.00,29.94,10.0,3.0,3.0,,
2981,2013-04-10 15:51:00,16:16,16:00,16.0,Delta Air Lines Inc.,37.0,JFK,10.0,,0.00,29.94,10.0,3.0,3.0,,
2982,2013-04-10 16:51:00,16:28,16:30,-2.0,JetBlue Airways,-12.0,JFK,5.0,,0.00,29.94,10.0,3.0,,,
2983,2013-04-10 16:51:00,17:06,16:55,11.0,Virgin America,25.0,JFK,5.0,,0.00,29.94,10.0,3.0,,,
2984,2013-04-10 16:51:00,17:00,17:00,0.0,American Airlines Inc.,-2.0,JFK,5.0,,0.00,29.94,10.0,3.0,,,
2985,2013-04-10 17:51:00,17:31,17:35,-4.0,Delta Air Lines Inc.,-3.0,JFK,6.0,,0.00,29.93,10.0,2.0,,,
2986,2013-04-10 17:51:00,18:35,17:55,40.0,United Air Lines Inc.,92.0,JFK,6.0,,0.00,29.93,10.0,2.0,,,
2987,2013-04-10 18:51:00,19:22,19:00,22.0,Delta Air Lines Inc.,101.0,JFK,14.0,,0.00,29.92,10.0,3.0,,,
2988,2013-04-10 18:51:00,20:25,19:10,75.0,American Airlines Inc.,181.0,JFK,14.0,,0.00,29.92,10.0,3.0,,,
2989,2013-04-10 19:51:00,21:24,20:05,79.0,Virgin America,152.0,JFK,15.0,,0.00,29.91,10.0,2.0,3.0,,
2990,2013-04-10 20:51:00,02:29,20:25,364.0,United Air Lines Inc.,737.0,JFK,10.0,,0.00,29.9,10.0,2.0,3.0,3.0,
2991,2013-04-10 20:51:00,22:32,20:32,120.0,JetBlue Airways,221.0,JFK,10.0,,0.00,29.9,10.0,2.0,3.0,3.0,
2992,2013-04-10 20:51:00,21:50,21:00,50.0,Delta Air Lines Inc.,74.0,JFK,10.0,,0.00,29.9,10.0,2.0,3.0,3.0,
2993,2013-04-10 21:51:00,01:17,21:45,212.0,American Airlines Inc.,443.0,JFK,12.0,,0.00,29.88,10.0,2.0,3.0,4.0,
2994,2013-04-11 05:51:00,06:01,06:00,1.0,United Air Lines Inc.,-11.0,JFK,6.0,,0.00,29.86,4.0,3.0,4.0,5.0,
2995,2013-04-11 06:51:00,07:03,07:05,-2.0,Delta Air Lines Inc.,1.0,JFK,0.0,,0.00,29.79,0.25,5.0,,,
2996,2013-04-11 06:51:00,07:04,07:10,-6.0,JetBlue Airways,-16.0,JFK,0.0,,0.00,29.79,0.25,5.0,,,
2997,2013-04-11 06:51:00,07:09,07:10,-1.0,Virgin America,2.0,JFK,0.0,,0.00,29.79,0.25,5.0,,,
2998,2013-04-11 07:51:00,08:13,07:30,43.0,American Airlines Inc.,68.0,JFK,0.0,,0.00,29.81,1.0,5.0,,,
2999,2013-04-11 08:51:00,08:46,08:40,6.0,United Air Lines Inc.,-4.0,JFK,3.0,,0.00,29.85,4.0,2.0,4.0,5.0,
3000,2013-04-11 08:51:00,08:59,09:00,-1.0,Delta Air Lines Inc.,-10.0,JFK,3.0,,0.00,29.85,4.0,2.0,4.0,5.0,
3001,2013-04-11 08:51:00,08:58,09:00,-2.0,American Airlines Inc.,-12.0,JFK,3.0,,0.00,29.85,4.0,2.0,4.0,5.0,
3002,2013-04-11 08:51:00,09:06,09:10,-4.0,Virgin America,-44.0,JFK,3.0,,0.00,29.85,4.0,2.0,4.0,5.0,
3003,2013-04-11 10:51:00,10:41,10:30,11.0,American Airlines Inc.,2.0,JFK,8.0,,0.00,29.92,3.0,4.0,4.0,5.0,
3004,2013-04-11 10:51:00,11:06,11:08,-2.0,JetBlue Airways,-21.0,JFK,8.0,,0.00,29.92,3.0,4.0,4.0,5.0,
3005,2013-04-11 10:51:00,11:09,11:13,-4.0,United Air Lines Inc.,-29.0,JFK,8.0,,0.00,29.92,3.0,4.0,4.0,5.0,
3006,2013-04-11 11:51:00,12:01,12:00,1.0,American Airlines Inc.,-18.0,JFK,10.0,,0.00,29.92,7.0,2.0,3.0,4.0,4.0
3007,2013-04-11 11:51:00,11:58,12:00,-2.0,Delta Air Lines Inc.,-18.0,JFK,10.0,,0.00,29.92,7.0,2.0,3.0,4.0,4.0
3008,2013-04-11 13:51:00,13:23,13:25,-2.0,Virgin America,-31.0,JFK,17.0,,0.00,29.95,10.0,2.0,4.0,5.0,
3009,2013-04-11 13:51:00,13:43,13:45,-2.0,American Airlines Inc.,-22.0,JFK,17.0,,0.00,29.95,10.0,2.0,4.0,5.0,
3010,2013-04-11 14:51:00,14:40,14:45,-5.0,Delta Air Lines Inc.,-17.0,JFK,11.0,,0.00,29.97,10.0,4.0,4.0,5.0,
3011,2013-04-11 15:51:00,16:00,15:40,20.0,United Air Lines Inc.,41.0,JFK,8.0,,0.00,29.97,10.0,4.0,5.0,,
3012,2013-04-11 15:51:00,15:43,15:45,-2.0,American Airlines Inc.,-7.0,JFK,8.0,,0.00,29.97,10.0,4.0,5.0,,
3013,2013-04-11 15:51:00,15:55,16:00,-5.0,Delta Air Lines Inc.,-24.0,JFK,8.0,,0.00,29.97,10.0,4.0,5.0,,
3014,2013-04-11 16:51:00,16:26,16:30,-4.0,JetBlue Airways,-34.0,,,,,,,,,,
3015,2013-04-11 16:51:00,17:05,16:55,10.0,Virgin America,-1.0,,,,,,,,,,
3016,2013-04-11 16:51:00,17:52,17:00,52.0,American Airlines Inc.,83.0,,,,,,,,,,
3017,2013-04-11 17:51:00,17:45,17:35,10.0,Delta Air Lines Inc.,12.0,JFK,8.0,,0.00,29.98,10.0,2.0,5.0,,
3018,2013-04-11 17:51:00,17:59,17:55,4.0,United Air Lines Inc.,-2.0,JFK,8.0,,0.00,29.98,10.0,2.0,5.0,,
3019,2013-04-11 18:51:00,18:59,19:00,-1.0,Delta Air Lines Inc.,-10.0,JFK,10.0,,0.00,29.97,10.0,2.0,5.0,,
3020,2013-04-11 18:51:00,19:09,19:10,-1.0,American Airlines Inc.,-21.0,JFK,10.0,,0.00,29.97,10.0,2.0,5.0,,
3021,2013-04-11 19:51:00,19:56,20:00,-4.0,Virgin America,-13.0,JFK,12.0,,0.00,29.97,10.0,2.0,5.0,,
3022,2013-04-11 20:51:00,20:21,20:25,-4.0,United Air Lines Inc.,-1.0,JFK,17.0,24.0,0.00,29.97,10.0,2.0,5.0,,
3023,2013-04-11 20:51:00,20:38,20:32,6.0,JetBlue Airways,8.0,JFK,17.0,24.0,0.00,29.97,10.0,2.0,5.0,,
3024,2013-04-11 20:51:00,21:38,21:00,38.0,Delta Air Lines Inc.,52.0,JFK,17.0,24.0,0.00,29.97,10.0,2.0,5.0,,
3025,2013-04-11 21:51:00,21:41,21:45,-4.0,American Airlines Inc.,-32.0,JFK,17.0,23.0,0.00,30.01,10.0,4.0,5.0,,
3026,2013-04-12 05:51:00,05:58,06:00,-2.0,United Air Lines Inc.,-21.0,JFK,13.0,21.0,0.00,30.02,10.0,5.0,,,
3027,2013-04-12 06:51:00,07:01,07:05,-4.0,Delta Air Lines Inc.,-17.0,JFK,21.0,33.0,0.00,30.01,10.0,5.0,,,
3028,2013-04-12 06:51:00,07:07,07:10,-3.0,JetBlue Airways,-18.0,JFK,21.0,33.0,0.00,30.01,10.0,5.0,,,
3029,2013-04-12 06:51:00,07:08,07:10,-2.0,Virgin America,-22.0,JFK,21.0,33.0,0.00,30.01,10.0,5.0,,,
3030,2013-04-12 07:51:00,07:27,07:30,-3.0,American Airlines Inc.,-28.0,JFK,16.0,23.0,T,30.0,5.0,4.0,5.0,,
3031,2013-04-12 08:51:00,08:27,08:30,-3.0,Delta Air Lines Inc.,0.0,JFK,21.0,25.0,0.01,29.98,5.0,5.0,,,
3032,2013-04-12 08:51:00,08:44,08:40,4.0,United Air Lines Inc.,7.0,JFK,21.0,25.0,0.01,29.98,5.0,5.0,,,
3033,2013-04-12 08:51:00,08:55,09:00,-5.0,American Airlines Inc.,-20.0,JFK,21.0,25.0,0.01,29.98,5.0,5.0,,,
3034,2013-04-12 08:51:00,09:08,09:10,-2.0,Virgin America,-16.0,JFK,21.0,25.0,0.01,29.98,5.0,5.0,,,
3035,2013-04-12 10:51:00,10:36,10:30,6.0,American Airlines Inc.,4.0,JFK,24.0,34.0,T,29.95,8.0,2.0,5.0,,
3036,2013-04-12 10:51:00,11:02,11:08,-6.0,JetBlue Airways,-21.0,JFK,24.0,34.0,T,29.95,8.0,2.0,5.0,,
3037,2013-04-12 10:51:00,11:04,11:13,-9.0,United Air Lines Inc.,-25.0,JFK,24.0,34.0,T,29.95,8.0,2.0,5.0,,
3038,2013-04-12 11:51:00,11:54,12:00,-6.0,Delta Air Lines Inc.,-27.0,JFK,23.0,33.0,T,29.92,7.0,2.0,5.0,,
3039,2013-04-12 11:51:00,12:01,12:00,1.0,American Airlines Inc.,4.0,JFK,23.0,33.0,T,29.92,7.0,2.0,5.0,,
3040,2013-04-12 13:51:00,13:23,13:25,-2.0,Virgin America,-29.0,JFK,23.0,30.0,0.21,29.9,2.5,2.0,4.0,5.0,
3041,2013-04-12 13:51:00,13:46,13:45,1.0,American Airlines Inc.,-6.0,JFK,23.0,30.0,0.21,29.9,2.5,2.0,4.0,5.0,
3042,2013-04-12 14:51:00,14:40,14:45,-5.0,Delta Air Lines Inc.,-31.0,JFK,17.0,24.0,0.13,29.9,4.0,4.0,5.0,,
