date,dep_time,sched_dep_time,sched_dep_time (modified),dep_delay,tailnum,air_time,name
2013-03-19,20:18,20:05,19:51,13.0,N639VA,342.0,Virgin America
2013-03-19,20:26,20:29,20:51,-3.0,N555UA,331.0,United Air Lines Inc.
2013-03-19,20:44,20:45,20:51,-1.0,N705JB,343.0,JetBlue Airways
2013-03-19,21:01,21:00,20:51,1.0,N722TW,332.0,Delta Air Lines Inc.
2013-03-19,21:36,21:35,21:51,1.0,N323AA,344.0,American Airlines Inc.
2013-03-20,06:03,06:10,05:51,-7.0,N510UA,336.0,United Air Lines Inc.
2013-03-20,06:57,07:00,06:51,-3.0,N721TW,353.0,Delta Air Lines Inc.
2013-03-20,07:10,07:10,06:51,0.0,N636VA,354.0,Virgin America
2013-03-20,07:13,07:15,06:51,-2.0,N646JB,348.0,JetBlue Airways
2013-03-20,07:28,07:30,07:51,-2.0,N329AA,347.0,American Airlines Inc.
2013-03-20,08:31,08:40,08:51,-9.0,N557UA,345.0,United Air Lines Inc.
2013-03-20,08:55,09:00,08:51,-5.0,N712TW,330.0,Delta Air Lines Inc.
2013-03-20,09:00,09:00,08:51,0.0,N320AA,342.0,American Airlines Inc.
2013-03-20,09:11,09:10,08:51,1.0,N629VA,356.0,Virgin America
2013-03-20,10:23,10:30,10:51,-7.0,N335AA,344.0,American Airlines Inc.
2013-03-20,11:22,11:15,10:51,7.0,N648JB,349.0,JetBlue Airways
2013-03-20,11:22,11:30,11:51,-8.0,N508UA,350.0,United Air Lines Inc.
2013-03-20,11:54,12:00,11:51,-6.0,N339AA,346.0,American Airlines Inc.
2013-03-20,11:54,12:00,11:51,-6.0,N705TW,343.0,Delta Air Lines Inc.
2013-03-20,13:37,13:25,13:51,12.0,N634VA,362.0,Virgin America
2013-03-20,13:37,13:45,13:51,-8.0,N336AA,356.0,American Airlines Inc.
2013-03-20,14:42,14:45,14:51,-3.0,N706TW,348.0,Delta Air Lines Inc.
2013-03-20,15:41,15:45,15:51,-4.0,N327AA,346.0,American Airlines Inc.
2013-03-20,15:56,15:45,15:51,11.0,N41140,362.0,United Air Lines Inc.
2013-03-20,15:59,16:00,15:51,-1.0,N712TW,365.0,Delta Air Lines Inc.
2013-03-20,16:27,16:30,16:51,-3.0,N705JB,355.0,JetBlue Airways
2013-03-20,16:59,16:45,16:51,14.0,N323AA,340.0,American Airlines Inc.
2013-03-20,17:13,16:55,16:51,18.0,N630VA,359.0,Virgin America
2013-03-20,17:24,17:25,17:51,-1.0,N722TW,354.0,Delta Air Lines Inc.
2013-03-20,17:50,17:53,17:51,-3.0,N560UA,337.0,United Air Lines Inc.
2013-03-20,18:57,19:00,18:51,-3.0,N723TW,350.0,Delta Air Lines Inc.
2013-03-20,19:09,19:05,18:51,4.0,N328AA,335.0,American Airlines Inc.
2013-03-20,20:05,20:05,19:51,0.0,N642VA,350.0,Virgin America
2013-03-20,20:29,20:29,20:51,0.0,N596UA,326.0,United Air Lines Inc.
2013-03-20,20:43,20:45,20:51,-2.0,N768JB,346.0,JetBlue Airways
2013-03-20,21:20,21:00,20:51,20.0,N624AG,351.0,Delta Air Lines Inc.
2013-03-20,21:38,21:35,21:51,3.0,N329AA,350.0,American Airlines Inc.
2013-03-21,06:04,06:10,05:51,-6.0,N525UA,334.0,United Air Lines Inc.
2013-03-21,06:56,07:00,06:51,-4.0,N705TW,328.0,Delta Air Lines Inc.
2013-03-21,07:09,07:10,06:51,-1.0,N633VA,328.0,Virgin America
2013-03-21,07:08,07:15,06:51,-7.0,N775JB,343.0,JetBlue Airways
2013-03-21,07:30,07:30,07:51,0.0,N335AA,338.0,American Airlines Inc.
2013-03-21,08:42,08:40,08:51,2.0,N502UA,322.0,United Air Lines Inc.
2013-03-21,08:58,09:00,08:51,-2.0,N320AA,334.0,American Airlines Inc.
2013-03-21,08:57,09:00,08:51,-3.0,N711ZX,345.0,Delta Air Lines Inc.
2013-03-21,09:13,09:10,08:51,3.0,N630VA,342.0,Virgin America
2013-03-21,10:26,10:30,10:51,-4.0,N324AA,339.0,American Airlines Inc.
2013-03-21,11:16,11:15,10:51,1.0,N637JB,337.0,JetBlue Airways
2013-03-21,11:25,11:30,11:51,-5.0,N560UA,336.0,United Air Lines Inc.
2013-03-21,11:54,12:00,11:51,-6.0,N723TW,333.0,Delta Air Lines Inc.
2013-03-21,11:53,12:00,11:51,-7.0,N319AA,324.0,American Airlines Inc.
2013-03-21,13:23,13:25,13:51,-2.0,N623VA,342.0,Virgin America
2013-03-21,13:34,13:45,13:51,-11.0,N327AA,333.0,American Airlines Inc.
2013-03-21,14:44,14:45,14:51,-1.0,N721TW,334.0,Delta Air Lines Inc.
2013-03-21,15:42,15:45,15:51,-3.0,N17122,340.0,United Air Lines Inc.
2013-03-21,15:43,15:45,15:51,-2.0,N323AA,338.0,American Airlines Inc.
2013-03-21,16:16,16:00,15:51,16.0,N711ZX,336.0,Delta Air Lines Inc.
2013-03-21,16:48,16:30,16:51,18.0,N659JB,332.0,JetBlue Airways
2013-03-21,16:44,16:45,16:51,-1.0,N329AA,338.0,American Airlines Inc.
2013-03-21,17:13,16:55,16:51,18.0,N625VA,342.0,Virgin America
2013-03-21,17:22,17:25,17:51,-3.0,N624AG,339.0,Delta Air Lines Inc.
2013-03-21,17:53,17:53,17:51,0.0,N596UA,332.0,United Air Lines Inc.
2013-03-21,19:00,19:00,18:51,0.0,N722TW,332.0,Delta Air Lines Inc.
2013-03-21,19:12,19:05,18:51,7.0,N328AA,325.0,American Airlines Inc.
2013-03-21,20:05,20:05,19:51,0.0,N629VA,344.0,Virgin America
2013-03-21,20:22,20:29,20:51,-7.0,N505UA,326.0,United Air Lines Inc.
2013-03-21,20:47,20:45,20:51,2.0,N775JB,340.0,JetBlue Airways
2013-03-21,21:01,21:00,20:51,1.0,N713TW,336.0,Delta Air Lines Inc.
2013-03-21,21:33,21:35,21:51,-2.0,N335AA,329.0,American Airlines Inc.
2013-03-22,06:06,06:10,05:51,-4.0,N502UA,337.0,United Air Lines Inc.
2013-03-22,06:56,07:00,06:51,-4.0,N717TW,355.0,Delta Air Lines Inc.
2013-03-22,07:23,07:10,06:51,13.0,N628VA,348.0,Virgin America
2013-03-22,07:11,07:15,06:51,-4.0,N805JB,348.0,JetBlue Airways
2013-03-22,07:23,07:30,07:51,-7.0,N339AA,343.0,American Airlines Inc.
2013-03-22,08:41,08:40,08:51,1.0,N596UA,336.0,United Air Lines Inc.
2013-03-22,08:54,09:00,08:51,-6.0,N713TW,340.0,Delta Air Lines Inc.
2013-03-22,08:58,09:00,08:51,-2.0,N319AA,337.0,American Airlines Inc.
2013-03-22,09:36,09:10,08:51,26.0,N632VA,349.0,Virgin America
2013-03-22,10:24,10:30,10:51,-6.0,N336AA,341.0,American Airlines Inc.
2013-03-22,11:18,11:15,10:51,3.0,N779JB,347.0,JetBlue Airways
2013-03-22,11:24,11:30,11:51,-6.0,N525UA,337.0,United Air Lines Inc.
2013-03-22,12:01,12:00,11:51,1.0,N324AA,340.0,American Airlines Inc.
2013-03-22,11:58,12:00,11:51,-2.0,N718TW,348.0,Delta Air Lines Inc.
2013-03-22,13:24,13:25,13:51,-1.0,N626VA,357.0,Virgin America
2013-03-22,13:37,13:45,13:51,-8.0,N328AA,343.0,American Airlines Inc.
2013-03-22,14:43,14:45,14:51,-2.0,N705TW,348.0,Delta Air Lines Inc.
2013-03-22,15:37,15:45,15:51,-8.0,N329AA,342.0,American Airlines Inc.
2013-03-22,15:42,15:45,15:51,-3.0,N17122,358.0,United Air Lines Inc.
2013-03-22,15:56,16:00,15:51,-4.0,N713TW,352.0,Delta Air Lines Inc.
2013-03-22,16:26,16:30,16:51,-4.0,N804JB,356.0,JetBlue Airways
2013-03-22,16:39,16:45,16:51,-6.0,N335AA,343.0,American Airlines Inc.
2013-03-22,17:05,16:55,16:51,10.0,N638VA,359.0,Virgin America
2013-03-22,17:23,17:25,17:51,-2.0,N707TW,350.0,Delta Air Lines Inc.
2013-03-22,17:51,17:53,17:51,-2.0,N512UA,354.0,United Air Lines Inc.
2013-03-22,18:59,19:00,18:51,-1.0,N624AG,359.0,Delta Air Lines Inc.
2013-03-22,19:05,19:05,18:51,0.0,N323AA,332.0,American Airlines Inc.
2013-03-22,20:11,20:05,19:51,6.0,N634VA,365.0,Virgin America
2013-03-22,20:32,20:29,20:51,3.0,N502UA,342.0,United Air Lines Inc.
2013-03-22,20:42,20:45,20:51,-3.0,N805JB,353.0,JetBlue Airways
2013-03-22,20:58,21:00,20:51,-2.0,N723TW,362.0,Delta Air Lines Inc.
2013-03-22,21:31,21:35,21:51,-4.0,N339AA,343.0,American Airlines Inc.
2013-03-23,05:59,06:00,05:51,-1.0,N557UA,358.0,United Air Lines Inc.
2013-03-23,07:23,07:10,06:51,13.0,N636VA,355.0,Virgin America
2013-03-23,08:40,08:40,08:51,0.0,N512UA,339.0,United Air Lines Inc.
2013-03-23,09:00,09:00,08:51,0.0,N338AA,341.0,American Airlines Inc.
2013-03-23,08:55,09:00,08:51,-5.0,N722TW,345.0,Delta Air Lines Inc.
2013-03-23,09:09,09:10,08:51,-1.0,N638VA,341.0,Virgin America
2013-03-23,10:58,10:30,10:51,28.0,N335AA,334.0,American Airlines Inc.
2013-03-23,11:11,11:15,10:51,-4.0,N806JB,346.0,JetBlue Airways
2013-03-23,11:26,11:30,11:51,-4.0,N560UA,341.0,United Air Lines Inc.
2013-03-23,11:59,12:00,11:51,-1.0,N624AG,345.0,Delta Air Lines Inc.
2013-03-23,11:59,12:00,11:51,-1.0,N324AA,335.0,American Airlines Inc.
2013-03-23,13:23,13:25,13:51,-2.0,N630VA,350.0,Virgin America
2013-03-23,13:46,13:45,13:51,1.0,N323AA,348.0,American Airlines Inc.
2013-03-23,14:49,14:55,14:51,-6.0,N717TW,358.0,Delta Air Lines Inc.
2013-03-23,15:42,15:45,15:51,-3.0,N320AA,341.0,American Airlines Inc.
2013-03-23,15:38,15:45,15:51,-7.0,N554UA,350.0,United Air Lines Inc.
2013-03-23,16:09,16:00,15:51,9.0,N705TW,354.0,Delta Air Lines Inc.
2013-03-23,16:42,16:45,16:51,-3.0,N339AA,342.0,American Airlines Inc.
2013-03-23,17:00,16:55,16:51,5.0,N632VA,353.0,Virgin America
2013-03-23,17:33,17:40,17:51,-7.0,N706TW,352.0,Delta Air Lines Inc.
2013-03-23,17:53,17:55,17:51,-2.0,N804JB,347.0,JetBlue Airways
2013-03-23,18:27,18:33,18:51,-6.0,N502UA,346.0,United Air Lines Inc.
2013-03-23,19:00,19:00,18:51,0.0,N707TW,349.0,Delta Air Lines Inc.
2013-03-23,19:02,19:05,18:51,-3.0,N329AA,336.0,American Airlines Inc.
2013-03-23,20:00,20:05,19:51,-5.0,N633VA,354.0,Virgin America
2013-03-23,20:44,20:45,20:51,-1.0,N712JB,354.0,JetBlue Airways
2013-03-23,21:29,21:35,21:51,-6.0,N336AA,340.0,American Airlines Inc.
2013-03-24,06:58,07:00,06:51,-2.0,N709TW,338.0,Delta Air Lines Inc.
2013-03-24,07:18,07:10,06:51,8.0,N621VA,346.0,Virgin America
2013-03-24,07:12,07:15,06:51,-3.0,N637JB,349.0,JetBlue Airways
2013-03-24,07:24,07:30,07:51,-6.0,N338AA,343.0,American Airlines Inc.
2013-03-24,08:34,08:40,08:51,-6.0,N502UA,332.0,United Air Lines Inc.
2013-03-24,08:59,09:00,08:51,-1.0,N328AA,349.0,American Airlines Inc.
2013-03-24,09:00,09:00,08:51,0.0,N713TW,313.0,Delta Air Lines Inc.
2013-03-24,09:17,09:10,08:51,7.0,N642VA,343.0,Virgin America
2013-03-24,10:22,10:30,10:51,-8.0,N324AA,346.0,American Airlines Inc.
2013-03-24,11:12,11:15,10:51,-3.0,N805JB,341.0,JetBlue Airways
2013-03-24,11:22,11:30,11:51,-8.0,N557UA,332.0,United Air Lines Inc.
2013-03-24,11:59,12:00,11:51,-1.0,N727TW,333.0,Delta Air Lines Inc.
2013-03-24,12:04,12:00,11:51,4.0,N329AA,331.0,American Airlines Inc.
2013-03-24,13:30,13:25,13:51,5.0,N622VA,343.0,Virgin America
2013-03-24,13:43,13:45,13:51,-2.0,N319AA,335.0,American Airlines Inc.
2013-03-24,14:44,14:45,14:51,-1.0,N718TW,335.0,Delta Air Lines Inc.
2013-03-24,15:41,15:45,15:51,-4.0,N323AA,324.0,American Airlines Inc.
2013-03-24,15:50,15:45,15:51,5.0,N17133,325.0,United Air Lines Inc.
2013-03-24,16:06,16:00,15:51,6.0,N713TW,333.0,Delta Air Lines Inc.
2013-03-24,16:26,16:30,16:51,-4.0,N809JB,326.0,JetBlue Airways
2013-03-24,16:46,16:45,16:51,1.0,N336AA,333.0,American Airlines Inc.
2013-03-24,17:17,16:55,16:51,22.0,N632VA,333.0,Virgin America
2013-03-24,17:24,17:25,17:51,-1.0,N706TW,316.0,Delta Air Lines Inc.
2013-03-24,17:53,17:55,17:51,-2.0,N596UA,323.0,United Air Lines Inc.
2013-03-24,19:13,19:00,18:51,13.0,N750AT,327.0,Delta Air Lines Inc.
2013-03-24,19:04,19:05,18:51,-1.0,N339AA,317.0,American Airlines Inc.
2013-03-24,20:21,20:05,19:51,16.0,N638VA,326.0,Virgin America
2013-03-24,20:19,20:25,20:51,-6.0,N512UA,307.0,United Air Lines Inc.
2013-03-24,22:15,20:45,20:51,90.0,N637JB,324.0,JetBlue Airways
2013-03-24,20:59,21:00,20:51,-1.0,N705TW,325.0,Delta Air Lines Inc.
2013-03-24,21:35,21:35,21:51,0.0,N327AA,311.0,American Airlines Inc.
2013-03-25,06:01,06:10,05:51,-9.0,N510UA,327.0,United Air Lines Inc.
2013-03-25,06:56,07:00,06:51,-4.0,N727TW,329.0,Delta Air Lines Inc.
2013-03-25,07:07,07:10,06:51,-3.0,N636VA,320.0,Virgin America
2013-03-25,07:14,07:15,06:51,-1.0,N632JB,322.0,JetBlue Airways
2013-03-25,07:28,07:30,07:51,-2.0,N328AA,315.0,American Airlines Inc.
2013-03-25,08:31,08:40,08:51,-9.0,N596UA,324.0,United Air Lines Inc.
2013-03-25,08:52,09:00,08:51,-8.0,N722TW,334.0,Delta Air Lines Inc.
2013-03-25,08:55,09:00,08:51,-5.0,N320AA,323.0,American Airlines Inc.
2013-03-25,09:11,09:10,08:51,1.0,N835VA,327.0,Virgin America
2013-03-25,10:26,10:30,10:51,-4.0,N336AA,298.0,American Airlines Inc.
2013-03-25,11:55,11:15,10:51,40.0,N658JB,320.0,JetBlue Airways
2013-03-25,11:21,11:30,11:51,-9.0,N557UA,324.0,United Air Lines Inc.
2013-03-25,11:55,12:00,11:51,-5.0,N339AA,322.0,American Airlines Inc.
2013-03-25,11:56,12:00,11:51,-4.0,N704X,330.0,Delta Air Lines Inc.
2013-03-25,13:23,13:25,13:51,-2.0,N627VA,333.0,Virgin America
2013-03-25,13:40,13:45,13:51,-5.0,N329AA,330.0,American Airlines Inc.
2013-03-25,14:42,14:45,14:51,-3.0,N709TW,320.0,Delta Air Lines Inc.
2013-03-25,15:45,15:45,15:51,0.0,N29129,320.0,United Air Lines Inc.
2013-03-25,15:47,15:45,15:51,2.0,N335AA,330.0,American Airlines Inc.
2013-03-25,15:56,16:00,15:51,-4.0,N722TW,316.0,Delta Air Lines Inc.
2013-03-25,16:33,16:30,16:51,3.0,N637JB,325.0,JetBlue Airways
2013-03-25,16:49,16:45,16:51,4.0,N327AA,337.0,American Airlines Inc.
2013-03-25,17:20,16:55,16:51,25.0,N633VA,318.0,Virgin America
2013-03-25,17:23,17:25,17:51,-2.0,N705TW,316.0,Delta Air Lines Inc.
2013-03-25,18:16,17:53,17:51,23.0,N554UA,329.0,United Air Lines Inc.
2013-03-25,18:56,19:00,18:51,-4.0,N718TW,323.0,Delta Air Lines Inc.
2013-03-25,20:15,19:05,18:51,70.0,N319AA,312.0,American Airlines Inc.
2013-03-25,00:27,20:05,19:51,262.0,N625VA,322.0,Virgin America
2013-03-25,21:18,20:29,20:51,49.0,N560UA,290.0,United Air Lines Inc.
2013-03-25,21:05,20:45,20:51,20.0,N796JB,320.0,JetBlue Airways
2013-03-25,20:59,21:00,20:51,-1.0,N707TW,317.0,Delta Air Lines Inc.
2013-03-25,21:51,21:35,21:51,16.0,N328AA,324.0,American Airlines Inc.
2013-03-26,06:02,06:10,05:51,-8.0,N502UA,342.0,United Air Lines Inc.
2013-03-26,06:59,07:00,06:51,-1.0,N711ZX,339.0,Delta Air Lines Inc.
2013-03-26,07:09,07:10,06:51,-1.0,N642VA,345.0,Virgin America
2013-03-26,07:11,07:15,06:51,-4.0,N637JB,323.0,JetBlue Airways
2013-03-26,07:28,07:30,07:51,-2.0,N324AA,336.0,American Airlines Inc.
2013-03-26,08:37,08:40,08:51,-3.0,N554UA,333.0,United Air Lines Inc.
2013-03-26,08:55,09:00,08:51,-5.0,N727TW,334.0,Delta Air Lines Inc.
2013-03-26,08:53,09:00,08:51,-7.0,N339AA,322.0,American Airlines Inc.
2013-03-26,09:14,09:10,08:51,4.0,N633VA,327.0,Virgin America
2013-03-26,10:25,10:30,10:51,-5.0,N320AA,324.0,American Airlines Inc.
2013-03-26,11:16,11:15,10:51,1.0,N793JB,333.0,JetBlue Airways
2013-03-26,11:22,11:30,11:51,-8.0,N557UA,341.0,United Air Lines Inc.
2013-03-26,11:57,12:00,11:51,-3.0,N323AA,327.0,American Airlines Inc.
2013-03-26,11:55,12:00,11:51,-5.0,N718TW,335.0,Delta Air Lines Inc.
2013-03-26,13:33,13:25,13:51,8.0,N640VA,342.0,Virgin America
2013-03-26,13:41,13:45,13:51,-4.0,N335AA,337.0,American Airlines Inc.
2013-03-26,14:42,14:45,14:51,-3.0,N704X,331.0,Delta Air Lines Inc.
2013-03-26,15:50,15:45,15:51,5.0,N19141,327.0,United Air Lines Inc.
2013-03-26,15:51,15:45,15:51,6.0,N319AA,342.0,American Airlines Inc.
2013-03-26,15:54,16:00,15:51,-6.0,N727TW,338.0,Delta Air Lines Inc.
2013-03-26,16:26,16:30,16:51,-4.0,N796JB,344.0,JetBlue Airways
2013-03-26,16:38,16:45,16:51,-7.0,N328AA,347.0,American Airlines Inc.
2013-03-26,16:56,16:55,16:51,1.0,N625VA,351.0,Virgin America
2013-03-26,17:26,17:25,17:51,1.0,N707TW,339.0,Delta Air Lines Inc.
2013-03-26,17:52,17:53,17:51,-1.0,N560UA,340.0,United Air Lines Inc.
2013-03-26,18:53,19:00,18:51,-7.0,N705TW,341.0,Delta Air Lines Inc.
2013-03-26,19:20,19:05,18:51,15.0,N329AA,327.0,American Airlines Inc.
2013-03-26,20:09,20:05,19:51,4.0,N634VA,348.0,Virgin America
2013-03-26,20:30,20:29,20:51,1.0,N596UA,337.0,United Air Lines Inc.
2013-03-26,20:43,20:45,20:51,-2.0,N775JB,344.0,JetBlue Airways
2013-03-26,20:57,21:00,20:51,-3.0,N624AG,343.0,Delta Air Lines Inc.
2013-03-26,21:45,21:35,21:51,10.0,N324AA,346.0,American Airlines Inc.
2013-03-27,06:04,06:10,05:51,-6.0,N554UA,338.0,United Air Lines Inc.
2013-03-27,06:57,07:00,06:51,-3.0,N718TW,334.0,Delta Air Lines Inc.
2013-03-27,07:04,07:10,06:51,-6.0,N639VA,338.0,Virgin America
2013-03-27,07:11,07:15,06:51,-4.0,N804JB,334.0,JetBlue Airways
2013-03-27,07:23,07:30,07:51,-7.0,N336AA,335.0,American Airlines Inc.
2013-03-27,08:32,08:40,08:51,-8.0,N502UA,333.0,United Air Lines Inc.
2013-03-27,08:55,09:00,08:51,-5.0,N711ZX,331.0,Delta Air Lines Inc.
2013-03-27,08:55,09:00,08:51,-5.0,N338AA,334.0,American Airlines Inc.
2013-03-27,09:10,09:10,08:51,0.0,N623VA,338.0,Virgin America
2013-03-27,10:21,10:30,10:51,-9.0,N323AA,336.0,American Airlines Inc.
2013-03-27,11:15,11:15,10:51,0.0,N652JB,336.0,JetBlue Airways
2013-03-27,11:20,11:30,11:51,-10.0,N557UA,334.0,United Air Lines Inc.
2013-03-27,11:57,12:00,11:51,-3.0,N329AA,339.0,American Airlines Inc.
2013-03-27,11:58,12:00,11:51,-2.0,N721TW,336.0,Delta Air Lines Inc.
2013-03-27,13:23,13:25,13:51,-2.0,N633VA,350.0,Virgin America
2013-03-27,13:39,13:45,13:51,-6.0,N339AA,344.0,American Airlines Inc.
2013-03-27,14:40,14:45,14:51,-5.0,N706TW,342.0,Delta Air Lines Inc.
2013-03-27,15:45,15:45,15:51,0.0,N14106,339.0,United Air Lines Inc.
2013-03-27,15:41,15:45,15:51,-4.0,N320AA,337.0,American Airlines Inc.
2013-03-27,15:55,16:00,15:51,-5.0,N711ZX,338.0,Delta Air Lines Inc.
2013-03-27,16:35,16:30,16:51,5.0,N585JB,340.0,JetBlue Airways
2013-03-27,16:41,16:45,16:51,-4.0,N324AA,341.0,American Airlines Inc.
2013-03-27,17:00,16:55,16:51,5.0,N629VA,345.0,Virgin America
2013-03-27,17:20,17:25,17:51,-5.0,N624AG,333.0,Delta Air Lines Inc.
2013-03-27,17:49,17:53,17:51,-4.0,N596UA,341.0,United Air Lines Inc.
2013-03-27,18:55,19:00,18:51,-5.0,N707TW,333.0,Delta Air Lines Inc.
2013-03-27,19:00,19:05,18:51,-5.0,N335AA,336.0,American Airlines Inc.
2013-03-27,20:07,20:05,19:51,2.0,N637VA,342.0,Virgin America
2013-03-27,20:34,20:29,20:51,5.0,N505UA,331.0,United Air Lines Inc.
2013-03-27,20:38,20:45,20:51,-7.0,N625JB,340.0,JetBlue Airways
2013-03-27,20:56,21:00,20:51,-4.0,N722TW,335.0,Delta Air Lines Inc.
2013-03-27,21:34,21:35,21:51,-1.0,N336AA,337.0,American Airlines Inc.
2013-03-28,06:01,06:10,05:51,-9.0,N555UA,337.0,United Air Lines Inc.
2013-03-28,07:49,07:00,06:51,49.0,N721TW,321.0,Delta Air Lines Inc.
2013-03-28,07:13,07:10,06:51,3.0,N630VA,344.0,Virgin America
2013-03-28,07:13,07:15,06:51,-2.0,N705JB,333.0,JetBlue Airways
2013-03-28,07:24,07:30,07:51,-6.0,N319AA,343.0,American Airlines Inc.
2013-03-28,08:47,08:40,08:51,7.0,N596UA,338.0,United Air Lines Inc.
2013-03-28,08:53,09:00,08:51,-7.0,N328AA,324.0,American Airlines Inc.
2013-03-28,08:59,09:00,08:51,-1.0,N707TW,333.0,Delta Air Lines Inc.
2013-03-28,09:09,09:10,08:51,-1.0,N629VA,345.0,Virgin America
2013-03-28,10:26,10:30,10:51,-4.0,N327AA,332.0,American Airlines Inc.
2013-03-28,11:10,11:15,10:51,-5.0,N535JB,336.0,JetBlue Airways
2013-03-28,11:18,11:30,11:51,-12.0,N557UA,326.0,United Air Lines Inc.
2013-03-28,11:55,12:00,11:51,-5.0,N338AA,332.0,American Airlines Inc.
2013-03-28,11:55,12:00,11:51,-5.0,N624AG,334.0,Delta Air Lines Inc.
2013-03-28,13:21,13:25,13:51,-4.0,N626VA,343.0,Virgin America
2013-03-28,13:40,13:45,13:51,-5.0,N323AA,327.0,American Airlines Inc.
2013-03-28,14:43,14:45,14:51,-2.0,N718TW,335.0,Delta Air Lines Inc.
2013-03-28,15:55,15:45,15:51,10.0,N14102,345.0,United Air Lines Inc.
2013-03-28,15:46,15:45,15:51,1.0,N332AA,337.0,American Airlines Inc.
2013-03-28,16:00,16:00,15:51,0.0,N727TW,334.0,Delta Air Lines Inc.
2013-03-28,16:55,16:30,16:51,25.0,N806JB,339.0,JetBlue Airways
2013-03-28,16:45,16:45,16:51,0.0,N336AA,336.0,American Airlines Inc.
2013-03-28,17:03,16:55,16:51,8.0,N642VA,343.0,Virgin America
2013-03-28,17:24,17:25,17:51,-1.0,N722TW,338.0,Delta Air Lines Inc.
2013-03-28,17:49,17:53,17:51,-4.0,N505UA,328.0,United Air Lines Inc.
2013-03-28,19:00,19:00,18:51,0.0,N707TW,346.0,Delta Air Lines Inc.
2013-03-28,18:58,19:05,18:51,-7.0,N324AA,334.0,American Airlines Inc.
2013-03-28,20:06,20:05,19:51,1.0,N623VA,336.0,Virgin America
2013-03-28,20:25,20:29,20:51,-4.0,N502UA,320.0,United Air Lines Inc.
2013-03-28,20:54,20:45,20:51,9.0,N794JB,334.0,JetBlue Airways
2013-03-28,20:59,21:00,20:51,-1.0,N713TW,324.0,Delta Air Lines Inc.
2013-03-28,21:56,21:35,21:51,21.0,N320AA,325.0,American Airlines Inc.
2013-03-29,06:04,06:10,05:51,-6.0,N555UA,329.0,United Air Lines Inc.
2013-03-29,07:00,07:00,06:51,0.0,N711ZX,350.0,Delta Air Lines Inc.
2013-03-29,07:08,07:10,06:51,-2.0,N634VA,336.0,Virgin America
2013-03-29,07:10,07:15,06:51,-5.0,N641JB,334.0,JetBlue Airways
2013-03-29,07:27,07:30,07:51,-3.0,N327AA,327.0,American Airlines Inc.
2013-03-29,08:38,08:40,08:51,-2.0,N512UA,334.0,United Air Lines Inc.
2013-03-29,09:15,09:00,08:51,15.0,N727TW,342.0,Delta Air Lines Inc.
2013-03-29,08:54,09:00,08:51,-6.0,N332AA,327.0,American Airlines Inc.
2013-03-29,09:41,09:10,08:51,31.0,N630VA,342.0,Virgin America
2013-03-29,10:27,10:30,10:51,-3.0,N336AA,337.0,American Airlines Inc.
2013-03-29,11:10,11:15,10:51,-5.0,N646JB,338.0,JetBlue Airways
2013-03-29,11:23,11:30,11:51,-7.0,N557UA,333.0,United Air Lines Inc.
2013-03-29,11:56,12:00,11:51,-4.0,N704X,330.0,Delta Air Lines Inc.
2013-03-29,11:49,12:00,11:51,-11.0,N329AA,333.0,American Airlines Inc.
2013-03-29,13:20,13:25,13:51,-5.0,N628VA,341.0,Virgin America
2013-03-29,13:40,13:45,13:51,-5.0,N319AA,332.0,American Airlines Inc.
2013-03-29,14:39,14:45,14:51,-6.0,N721TW,332.0,Delta Air Lines Inc.
2013-03-29,15:43,15:45,15:51,-2.0,N14102,337.0,United Air Lines Inc.
2013-03-29,15:48,15:45,15:51,3.0,N328AA,335.0,American Airlines Inc.
2013-03-29,15:54,16:00,15:51,-6.0,N705TW,331.0,Delta Air Lines Inc.
2013-03-29,16:28,16:30,16:51,-2.0,N807JB,334.0,JetBlue Airways
2013-03-29,17:47,16:45,16:51,62.0,N320AA,337.0,American Airlines Inc.
2013-03-29,16:59,16:55,16:51,4.0,N638VA,340.0,Virgin America
2013-03-29,17:22,17:25,17:51,-3.0,N713TW,345.0,Delta Air Lines Inc.
2013-03-29,17:44,17:53,17:51,-9.0,N502UA,335.0,United Air Lines Inc.
2013-03-29,20:32,19:00,18:51,92.0,N722TW,328.0,Delta Air Lines Inc.
2013-03-29,19:11,19:05,18:51,6.0,N324AA,325.0,American Airlines Inc.
2013-03-29,20:02,20:05,19:51,-3.0,N640VA,335.0,Virgin America
2013-03-29,20:48,20:29,20:51,19.0,N596UA,309.0,United Air Lines Inc.
2013-03-29,20:41,20:45,20:51,-4.0,N796JB,327.0,JetBlue Airways
2013-03-29,20:55,21:00,20:51,-5.0,N624AG,334.0,Delta Air Lines Inc.
2013-03-29,21:33,21:35,21:51,-2.0,N327AA,320.0,American Airlines Inc.
2013-03-30,06:00,06:00,05:51,0.0,N518UA,349.0,United Air Lines Inc.
2013-03-30,07:07,07:10,06:51,-3.0,N632VA,334.0,Virgin America
2013-03-30,08:37,08:40,08:51,-3.0,N502UA,340.0,United Air Lines Inc.
2013-03-30,08:52,09:00,08:51,-8.0,N336AA,342.0,American Airlines Inc.
2013-03-30,08:56,09:00,08:51,-4.0,N723TW,339.0,Delta Air Lines Inc.
2013-03-30,09:06,09:10,08:51,-4.0,N638VA,335.0,Virgin America
2013-03-30,10:24,10:30,10:51,-6.0,N328AA,335.0,American Airlines Inc.
