id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
98262,2013,12,17,1200.0,1200,0.0,1514.0,1521,-7.0,DL,423,N712TW,JFK,LAX,317.0,2475,12,0,17/12/2013 12:00,Delta Air Lines Inc.
98264,2013,12,17,1204.0,1147,17.0,1532.0,1457,35.0,B6,323,N507JB,JFK,LAX,340.0,2475,11,47,17/12/2013 11:00,JetBlue Airways
98291,2013,12,17,1259.0,1300,-1.0,1636.0,1620,16.0,VX,411,N622VA,JFK,LAX,344.0,2475,13,0,17/12/2013 13:00,Virgin America
98320,2013,12,17,1340.0,1345,-5.0,1700.0,1705,-5.0,AA,117,N319AA,JFK,LAX,341.0,2475,13,45,17/12/2013 13:00,American Airlines Inc.
98360,2013,12,17,1445.0,1445,0.0,1830.0,1809,21.0,UA,841,N589UA,JFK,LAX,344.0,2475,14,45,17/12/2013 14:00,United Air Lines Inc.
98438,2013,12,17,1607.0,1530,37.0,1906.0,1903,3.0,DL,417,N198DN,JFK,LAX,330.0,2475,15,30,17/12/2013 15:00,Delta Air Lines Inc.
98463,2013,12,17,1630.0,1629,1.0,2008.0,1946,22.0,B6,423,N828JB,JFK,LAX,342.0,2475,16,29,17/12/2013 16:00,JetBlue Airways
98471,2013,12,17,1640.0,1645,-5.0,2011.0,2019,-8.0,DL,477,N624AG,JFK,LAX,341.0,2475,16,45,17/12/2013 16:00,Delta Air Lines Inc.
98483,2013,12,17,1657.0,1545,72.0,2039.0,1920,79.0,AA,133,N336AA,JFK,LAX,352.0,2475,15,45,17/12/2013 15:00,American Airlines Inc.
98510,2013,12,17,1727.0,1645,42.0,2157.0,2010,107.0,AA,181,N5DHAA,JFK,LAX,348.0,2475,16,45,17/12/2013 16:00,American Airlines Inc.
98517,2013,12,17,1730.0,1655,35.0,2110.0,2025,45.0,VX,413,N621VA,JFK,LAX,339.0,2475,16,55,17/12/2013 16:00,Virgin America
98532,2013,12,17,1757.0,1759,-2.0,2126.0,2123,3.0,UA,535,N518UA,JFK,LAX,334.0,2475,17,59,17/12/2013 17:00,United Air Lines Inc.
98542,2013,12,17,1815.0,1815,0.0,2140.0,2157,-17.0,DL,426,N189DN,JFK,LAX,335.0,2475,18,15,17/12/2013 18:00,Delta Air Lines Inc.
98611,2013,12,17,1921.0,1900,21.0,2309.0,2215,54.0,AA,21,N328AA,JFK,LAX,329.0,2475,19,0,17/12/2013 19:00,American Airlines Inc.
98685,2013,12,17,2107.0,2000,67.0,58.0,2325,93.0,VX,415,N642VA,JFK,LAX,362.0,2475,20,0,17/12/2013 20:00,Virgin America
98710,2013,12,17,2145.0,2029,76.0,126.0,2344,102.0,UA,314,N597UA,JFK,LAX,344.0,2475,20,29,17/12/2013 20:00,United Air Lines Inc.
98737,2013,12,17,2243.0,2135,68.0,200.0,55,65.0,AA,185,N327AA,JFK,LAX,344.0,2475,21,35,17/12/2013 21:00,American Airlines Inc.
98746,2013,12,17,2315.0,2015,180.0,241.0,2344,177.0,DL,427,N180DN,JFK,LAX,342.0,2475,20,15,17/12/2013 20:00,Delta Air Lines Inc.
98750,2013,12,17,2325.0,2040,165.0,251.0,2359,172.0,B6,523,N643JB,JFK,LAX,345.0,2475,20,40,17/12/2013 20:00,JetBlue Airways
98922,2013,12,18,639.0,640,-1.0,955.0,1003,-8.0,UA,398,N510UA,JFK,LAX,333.0,2475,6,40,18/12/2013 06:00,United Air Lines Inc.
98943,2013,12,18,700.0,700,0.0,1012.0,1015,-3.0,B6,23,N637JB,JFK,LAX,341.0,2475,7,0,18/12/2013 07:00,JetBlue Airways
98946,2013,12,18,703.0,700,3.0,1034.0,1025,9.0,DL,472,N154DL,JFK,LAX,347.0,2475,7,0,18/12/2013 07:00,Delta Air Lines Inc.
98952,2013,12,18,706.0,700,6.0,1026.0,1025,1.0,VX,399,N626VA,JFK,LAX,346.0,2475,7,0,18/12/2013 07:00,Virgin America
98977,2013,12,18,740.0,730,10.0,1055.0,1050,5.0,AA,33,N319AA,JFK,LAX,353.0,2475,7,30,18/12/2013 07:00,American Airlines Inc.
99037,2013,12,18,822.0,830,-8.0,1132.0,1153,-21.0,UA,443,N505UA,JFK,LAX,330.0,2475,8,30,18/12/2013 08:00,United Air Lines Inc.
99081,2013,12,18,901.0,900,1.0,1241.0,1227,14.0,DL,422,N718TW,JFK,LAX,344.0,2475,9,0,18/12/2013 09:00,Delta Air Lines Inc.
99084,2013,12,18,902.0,900,2.0,1212.0,1225,-13.0,AA,1,N324AA,JFK,LAX,346.0,2475,9,0,18/12/2013 09:00,American Airlines Inc.
99129,2013,12,18,956.0,920,36.0,1332.0,1245,47.0,VX,407,N629VA,JFK,LAX,340.0,2475,9,20,18/12/2013 09:00,Virgin America
99150,2013,12,18,1010.0,921,49.0,1335.0,1235,60.0,B6,223,N593JB,JFK,LAX,348.0,2475,9,21,18/12/2013 09:00,JetBlue Airways
99164,2013,12,18,1024.0,1030,-6.0,1331.0,1340,-9.0,AA,19,N339AA,JFK,LAX,335.0,2475,10,30,18/12/2013 10:00,American Airlines Inc.
99213,2013,12,18,1142.0,1129,13.0,1456.0,1442,14.0,UA,703,N590UA,JFK,LAX,345.0,2475,11,29,18/12/2013 11:00,United Air Lines Inc.
99222,2013,12,18,1156.0,1200,-4.0,1514.0,1521,-7.0,DL,423,N703TW,JFK,LAX,345.0,2475,12,0,18/12/2013 12:00,Delta Air Lines Inc.
99231,2013,12,18,1202.0,1147,15.0,1508.0,1457,11.0,B6,323,N639JB,JFK,LAX,347.0,2475,11,47,18/12/2013 11:00,JetBlue Airways
99284,2013,12,18,1305.0,1300,5.0,1633.0,1620,13.0,VX,411,N636VA,JFK,LAX,344.0,2475,13,0,18/12/2013 13:00,Virgin America
99317,2013,12,18,1342.0,1345,-3.0,1700.0,1705,-5.0,AA,117,N328AA,JFK,LAX,351.0,2475,13,45,18/12/2013 13:00,American Airlines Inc.
99330,2013,12,18,1352.0,1200,112.0,1656.0,1510,106.0,AA,3,N332AA,JFK,LAX,341.0,2475,12,0,18/12/2013 12:00,American Airlines Inc.
99374,2013,12,18,1444.0,1445,-1.0,1821.0,1809,12.0,UA,841,N518UA,JFK,LAX,352.0,2475,14,45,18/12/2013 14:00,United Air Lines Inc.
99431,2013,12,18,1530.0,1530,0.0,1855.0,1903,-8.0,DL,417,N196DN,JFK,LAX,345.0,2475,15,30,18/12/2013 15:00,Delta Air Lines Inc.
99441,2013,12,18,1544.0,1545,-1.0,1906.0,1920,-14.0,AA,133,N338AA,JFK,LAX,349.0,2475,15,45,18/12/2013 15:00,American Airlines Inc.
99488,2013,12,18,1628.0,1629,-1.0,1947.0,1946,1.0,B6,423,N643JB,JFK,LAX,349.0,2475,16,29,18/12/2013 16:00,JetBlue Airways
99512,2013,12,18,1652.0,1645,7.0,2015.0,2010,5.0,AA,181,N327AA,JFK,LAX,353.0,2475,16,45,18/12/2013 16:00,American Airlines Inc.
99522,2013,12,18,1658.0,1645,13.0,2023.0,2019,4.0,DL,477,N707TW,JFK,LAX,353.0,2475,16,45,18/12/2013 16:00,Delta Air Lines Inc.
99590,2013,12,18,1752.0,1655,57.0,2144.0,2025,79.0,VX,413,N642VA,JFK,LAX,359.0,2475,16,55,18/12/2013 16:00,Virgin America
99600,2013,12,18,1800.0,1759,1.0,2126.0,2123,3.0,UA,997,N546UA,JFK,LAX,351.0,2475,17,59,18/12/2013 17:00,United Air Lines Inc.
99622,2013,12,18,1817.0,1815,2.0,2201.0,2157,4.0,DL,426,N192DN,JFK,LAX,351.0,2475,18,15,18/12/2013 18:00,Delta Air Lines Inc.
99732,2013,12,18,2026.0,2000,26.0,11.0,2325,46.0,VX,415,N627VA,JFK,LAX,356.0,2475,20,0,18/12/2013 20:00,Virgin America
99747,2013,12,18,2046.0,2029,17.0,1.0,2344,17.0,UA,314,N587UA,JFK,LAX,346.0,2475,20,29,18/12/2013 20:00,United Air Lines Inc.
99771,2013,12,18,2102.0,2015,47.0,11.0,2344,27.0,DL,427,N189DN,JFK,LAX,344.0,2475,20,15,18/12/2013 20:00,Delta Air Lines Inc.
99781,2013,12,18,2117.0,2040,37.0,30.0,2359,31.0,B6,523,N603JB,JFK,LAX,357.0,2475,20,40,18/12/2013 20:00,JetBlue Airways
99787,2013,12,18,2139.0,2135,4.0,109.0,55,14.0,AA,185,N319AA,JFK,LAX,351.0,2475,21,35,18/12/2013 21:00,American Airlines Inc.
99817,2013,12,18,2328.0,1900,268.0,249.0,2215,274.0,AA,21,N324AA,JFK,LAX,352.0,2475,19,0,18/12/2013 19:00,American Airlines Inc.
99881,2013,12,19,630.0,631,-1.0,957.0,958,-1.0,UA,398,N510UA,JFK,LAX,357.0,2475,6,31,19/12/2013 06:00,United Air Lines Inc.
99922,2013,12,19,710.0,700,10.0,1048.0,1025,23.0,VX,399,N641VA,JFK,LAX,357.0,2475,7,0,19/12/2013 07:00,Virgin America
99924,2013,12,19,714.0,700,14.0,1045.0,1015,30.0,B6,23,N806JB,JFK,LAX,344.0,2475,7,0,19/12/2013 07:00,JetBlue Airways
99927,2013,12,19,719.0,700,19.0,1013.0,1025,-12.0,DL,472,N1501P,JFK,LAX,335.0,2475,7,0,19/12/2013 07:00,Delta Air Lines Inc.
99934,2013,12,19,730.0,730,0.0,1053.0,1050,3.0,AA,33,N328AA,JFK,LAX,356.0,2475,7,30,19/12/2013 07:00,American Airlines Inc.
100037,2013,12,19,855.0,900,-5.0,1218.0,1225,-7.0,AA,1,N339AA,JFK,LAX,357.0,2475,9,0,19/12/2013 09:00,American Airlines Inc.
100042,2013,12,19,900.0,900,0.0,1216.0,1227,-11.0,DL,422,N717TW,JFK,LAX,356.0,2475,9,0,19/12/2013 09:00,Delta Air Lines Inc.
100064,2013,12,19,921.0,920,1.0,1241.0,1245,-4.0,VX,407,N622VA,JFK,LAX,354.0,2475,9,20,19/12/2013 09:00,Virgin America
100083,2013,12,19,939.0,921,18.0,1246.0,1235,11.0,B6,223,N652JB,JFK,LAX,345.0,2475,9,21,19/12/2013 09:00,JetBlue Airways
100097,2013,12,19,956.0,830,86.0,1300.0,1154,66.0,UA,443,N596UA,JFK,LAX,338.0,2475,8,30,19/12/2013 08:00,United Air Lines Inc.
100175,2013,12,19,1135.0,1129,6.0,1445.0,1446,-1.0,UA,785,N568UA,JFK,LAX,337.0,2475,11,29,19/12/2013 11:00,United Air Lines Inc.
100184,2013,12,19,1150.0,1147,3.0,1516.0,1457,19.0,B6,323,N789JB,JFK,LAX,351.0,2475,11,47,19/12/2013 11:00,JetBlue Airways
100193,2013,12,19,1156.0,1200,-4.0,1458.0,1510,-12.0,AA,3,N323AA,JFK,LAX,341.0,2475,12,0,19/12/2013 12:00,American Airlines Inc.
100218,2013,12,19,1222.0,1200,22.0,1517.0,1523,-6.0,DL,423,N199DN,JFK,LAX,332.0,2475,12,0,19/12/2013 12:00,Delta Air Lines Inc.
100257,2013,12,19,1314.0,1300,14.0,1630.0,1620,10.0,VX,411,N629VA,JFK,LAX,354.0,2475,13,0,19/12/2013 13:00,Virgin America
100280,2013,12,19,1342.0,1345,-3.0,1646.0,1705,-19.0,AA,117,N335AA,JFK,LAX,344.0,2475,13,45,19/12/2013 13:00,American Airlines Inc.
100330,2013,12,19,1449.0,1445,4.0,1819.0,1813,6.0,UA,841,N512UA,JFK,LAX,338.0,2475,14,45,19/12/2013 14:00,United Air Lines Inc.
100387,2013,12,19,1533.0,1530,3.0,1903.0,1903,0.0,DL,417,N195DN,JFK,LAX,349.0,2475,15,30,19/12/2013 15:00,Delta Air Lines Inc.
100397,2013,12,19,1541.0,1545,-4.0,1858.0,1920,-22.0,AA,133,N332AA,JFK,LAX,350.0,2475,15,45,19/12/2013 15:00,American Airlines Inc.
100468,2013,12,19,1644.0,1645,-1.0,1959.0,2010,-11.0,AA,181,N336AA,JFK,LAX,347.0,2475,16,45,19/12/2013 16:00,American Airlines Inc.
100479,2013,12,19,1652.0,1635,17.0,2018.0,1952,26.0,B6,423,N646JB,JFK,LAX,348.0,2475,16,35,19/12/2013 16:00,JetBlue Airways
100485,2013,12,19,1659.0,1700,-1.0,2020.0,2034,-14.0,DL,477,N710TW,JFK,LAX,342.0,2475,17,0,19/12/2013 17:00,Delta Air Lines Inc.
100498,2013,12,19,1713.0,1655,18.0,2037.0,2025,12.0,VX,413,N636VA,JFK,LAX,341.0,2475,16,55,19/12/2013 16:00,Virgin America
100592,2013,12,19,1839.0,1815,24.0,2221.0,2150,31.0,DL,426,N194DN,JFK,LAX,351.0,2475,18,15,19/12/2013 18:00,Delta Air Lines Inc.
100595,2013,12,19,1841.0,1756,45.0,2154.0,2124,30.0,UA,535,N589UA,JFK,LAX,343.0,2475,17,56,19/12/2013 17:00,United Air Lines Inc.
100607,2013,12,19,1857.0,1900,-3.0,2154.0,2215,-21.0,AA,21,N324AA,JFK,LAX,329.0,2475,19,0,19/12/2013 19:00,American Airlines Inc.
100679,2013,12,19,2007.0,2000,7.0,2324.0,2325,-1.0,VX,415,N835VA,JFK,LAX,348.0,2475,20,0,19/12/2013 20:00,Virgin America
100689,2013,12,19,2020.0,2015,5.0,2320.0,2344,-24.0,DL,427,N192DN,JFK,LAX,339.0,2475,20,15,19/12/2013 20:00,Delta Air Lines Inc.
100730,2013,12,19,2110.0,2025,45.0,19.0,2340,39.0,UA,314,N590UA,JFK,LAX,334.0,2475,20,25,19/12/2013 20:00,United Air Lines Inc.
100737,2013,12,19,2123.0,2040,43.0,38.0,2359,39.0,B6,523,N806JB,JFK,LAX,353.0,2475,20,40,19/12/2013 20:00,JetBlue Airways
100746,2013,12,19,2145.0,2135,10.0,58.0,55,3.0,AA,185,N328AA,JFK,LAX,344.0,2475,21,35,19/12/2013 21:00,American Airlines Inc.
100790,2013,12,19,2320.0,2225,55.0,237.0,131,66.0,B6,623,N598JB,JFK,LAX,350.0,2475,22,25,19/12/2013 22:00,JetBlue Airways
100856,2013,12,20,630.0,631,-1.0,953.0,958,-5.0,UA,398,N568UA,JFK,LAX,351.0,2475,6,31,20/12/2013 06:00,United Air Lines Inc.
100886,2013,12,20,703.0,700,3.0,1031.0,1025,6.0,VX,399,N633VA,JFK,LAX,343.0,2475,7,0,20/12/2013 07:00,Virgin America
100903,2013,12,20,722.0,700,22.0,1018.0,1015,3.0,B6,23,N804JB,JFK,LAX,335.0,2475,7,0,20/12/2013 07:00,JetBlue Airways
100914,2013,12,20,731.0,730,1.0,1049.0,1050,-1.0,AA,33,N339AA,JFK,LAX,347.0,2475,7,30,20/12/2013 07:00,American Airlines Inc.
100986,2013,12,20,828.0,830,-2.0,1120.0,1154,-34.0,UA,443,N505UA,JFK,LAX,328.0,2475,8,30,20/12/2013 08:00,United Air Lines Inc.
101020,2013,12,20,858.0,900,-2.0,1222.0,1225,-3.0,AA,1,N323AA,JFK,LAX,358.0,2475,9,0,20/12/2013 09:00,American Airlines Inc.
101023,2013,12,20,859.0,900,-1.0,1201.0,1229,-28.0,DL,422,N199DN,JFK,LAX,335.0,2475,9,0,20/12/2013 09:00,Delta Air Lines Inc.
101043,2013,12,20,921.0,920,1.0,1242.0,1245,-3.0,VX,407,N621VA,JFK,LAX,356.0,2475,9,20,20/12/2013 09:00,Virgin America
101048,2013,12,20,925.0,921,4.0,1254.0,1235,19.0,B6,223,N789JB,JFK,LAX,354.0,2475,9,21,20/12/2013 09:00,JetBlue Airways
101148,2013,12,20,1125.0,1129,-4.0,1425.0,1446,-21.0,UA,785,N502UA,JFK,LAX,344.0,2475,11,29,20/12/2013 11:00,United Air Lines Inc.
101160,2013,12,20,1142.0,1147,-5.0,1452.0,1457,-5.0,B6,323,N763JB,JFK,LAX,353.0,2475,11,47,20/12/2013 11:00,JetBlue Airways
101171,2013,12,20,1155.0,1200,-5.0,1507.0,1510,-3.0,AA,3,N327AA,JFK,LAX,341.0,2475,12,0,20/12/2013 12:00,American Airlines Inc.
101179,2013,12,20,1200.0,1200,0.0,1530.0,1521,9.0,DL,423,N712TW,JFK,LAX,341.0,2475,12,0,20/12/2013 12:00,Delta Air Lines Inc.
101225,2013,12,20,1304.0,1300,4.0,1632.0,1620,12.0,VX,411,N622VA,JFK,LAX,352.0,2475,13,0,20/12/2013 13:00,Virgin America
101251,2013,12,20,1344.0,1345,-1.0,1651.0,1705,-14.0,AA,117,N336AA,JFK,LAX,344.0,2475,13,45,20/12/2013 13:00,American Airlines Inc.
101303,2013,12,20,1443.0,1445,-2.0,1755.0,1813,-18.0,UA,841,N596UA,JFK,LAX,348.0,2475,14,45,20/12/2013 14:00,United Air Lines Inc.
101370,2013,12,20,1530.0,1530,0.0,1845.0,1903,-18.0,DL,417,N156DL,JFK,LAX,350.0,2475,15,30,20/12/2013 15:00,Delta Air Lines Inc.
101382,2013,12,20,1545.0,1545,0.0,1908.0,1920,-12.0,AA,133,N332AA,JFK,LAX,354.0,2475,15,45,20/12/2013 15:00,American Airlines Inc.
101436,2013,12,20,1642.0,1645,-3.0,1941.0,2010,-29.0,AA,181,N338AA,JFK,LAX,343.0,2475,16,45,20/12/2013 16:00,American Airlines Inc.
101455,2013,12,20,1700.0,1700,0.0,2006.0,2034,-28.0,DL,477,N707TW,JFK,LAX,345.0,2475,17,0,20/12/2013 17:00,Delta Air Lines Inc.
101467,2013,12,20,1715.0,1635,40.0,2034.0,1952,42.0,B6,423,N629JB,JFK,LAX,350.0,2475,16,35,20/12/2013 16:00,JetBlue Airways
101495,2013,12,20,1734.0,1655,39.0,2107.0,2025,42.0,VX,413,N639VA,JFK,LAX,364.0,2475,16,55,20/12/2013 16:00,Virgin America
101514,2013,12,20,1751.0,1756,-5.0,2103.0,2124,-21.0,UA,535,N512UA,JFK,LAX,351.0,2475,17,56,20/12/2013 17:00,United Air Lines Inc.
101541,2013,12,20,1826.0,1815,11.0,2155.0,2150,5.0,DL,426,N154DL,JFK,LAX,353.0,2475,18,15,20/12/2013 18:00,Delta Air Lines Inc.
101586,2013,12,20,1902.0,1900,2.0,2209.0,2215,-6.0,AA,21,N328AA,JFK,LAX,341.0,2475,19,0,20/12/2013 19:00,American Airlines Inc.
101659,2013,12,20,2025.0,2025,0.0,32.0,2340,52.0,UA,314,N518UA,JFK,LAX,378.0,2475,20,25,20/12/2013 20:00,United Air Lines Inc.
101662,2013,12,20,2027.0,2000,27.0,2348.0,2325,23.0,VX,415,N634VA,JFK,LAX,350.0,2475,20,0,20/12/2013 20:00,Virgin America
101668,2013,12,20,2030.0,2015,15.0,2352.0,2344,8.0,DL,427,N197DN,JFK,LAX,338.0,2475,20,15,20/12/2013 20:00,Delta Air Lines Inc.
101674,2013,12,20,2043.0,2040,3.0,2354.0,2359,-5.0,B6,523,N806JB,JFK,LAX,345.0,2475,20,40,20/12/2013 20:00,JetBlue Airways
101717,2013,12,20,2136.0,2135,1.0,115.0,55,20.0,AA,185,N339AA,JFK,LAX,364.0,2475,21,35,20/12/2013 21:00,American Airlines Inc.
101751,2013,12,20,2248.0,2225,23.0,213.0,131,42.0,B6,623,N789JB,JFK,LAX,352.0,2475,22,25,20/12/2013 22:00,JetBlue Airways
101837,2013,12,21,642.0,631,11.0,959.0,958,1.0,UA,398,N597UA,JFK,LAX,348.0,2475,6,31,21/12/2013 06:00,United Air Lines Inc.
101853,2013,12,21,700.0,700,0.0,1022.0,1025,-3.0,VX,399,N624VA,JFK,LAX,336.0,2475,7,0,21/12/2013 07:00,Virgin America
101862,2013,12,21,705.0,700,5.0,1013.0,1015,-2.0,B6,23,N643JB,JFK,LAX,335.0,2475,7,0,21/12/2013 07:00,JetBlue Airways
101865,2013,12,21,708.0,700,8.0,1045.0,1025,20.0,DL,472,N192DN,JFK,LAX,343.0,2475,7,0,21/12/2013 07:00,Delta Air Lines Inc.
101940,2013,12,21,824.0,830,-6.0,1136.0,1154,-18.0,UA,703,N589UA,JFK,LAX,351.0,2475,8,30,21/12/2013 08:00,United Air Lines Inc.
101968,2013,12,21,856.0,900,-4.0,1215.0,1225,-10.0,AA,1,N338AA,JFK,LAX,337.0,2475,9,0,21/12/2013 09:00,American Airlines Inc.
101978,2013,12,21,908.0,900,8.0,1212.0,1227,-15.0,DL,422,N706TW,JFK,LAX,334.0,2475,9,0,21/12/2013 09:00,Delta Air Lines Inc.
101999,2013,12,21,931.0,920,11.0,1240.0,1245,-5.0,VX,407,N638VA,JFK,LAX,345.0,2475,9,20,21/12/2013 09:00,Virgin America
102085,2013,12,21,1126.0,1129,-3.0,1427.0,1446,-19.0,UA,314,N512UA,JFK,LAX,329.0,2475,11,29,21/12/2013 11:00,United Air Lines Inc.
102093,2013,12,21,1141.0,1147,-6.0,1453.0,1457,-4.0,B6,323,N793JB,JFK,LAX,331.0,2475,11,47,21/12/2013 11:00,JetBlue Airways
102098,2013,12,21,1153.0,1200,-7.0,1456.0,1510,-14.0,AA,3,N336AA,JFK,LAX,341.0,2475,12,0,21/12/2013 12:00,American Airlines Inc.
102101,2013,12,21,1158.0,1200,-2.0,1505.0,1523,-18.0,DL,423,N187DN,JFK,LAX,340.0,2475,12,0,21/12/2013 12:00,Delta Air Lines Inc.
102148,2013,12,21,1302.0,1300,2.0,1607.0,1620,-13.0,VX,411,N642VA,JFK,LAX,338.0,2475,13,0,21/12/2013 13:00,Virgin America
102169,2013,12,21,1337.0,1345,-8.0,1638.0,1705,-27.0,AA,117,N335AA,JFK,LAX,323.0,2475,13,45,21/12/2013 13:00,American Airlines Inc.
102209,2013,12,21,1440.0,1445,-5.0,1748.0,1813,-25.0,UA,841,N598UA,JFK,LAX,333.0,2475,14,45,21/12/2013 14:00,United Air Lines Inc.
102262,2013,12,21,1532.0,1530,2.0,1836.0,1903,-27.0,DL,417,N195DN,JFK,LAX,332.0,2475,15,30,21/12/2013 15:00,Delta Air Lines Inc.
102280,2013,12,21,1554.0,1545,9.0,1858.0,1920,-22.0,AA,133,N319AA,JFK,LAX,332.0,2475,15,45,21/12/2013 15:00,American Airlines Inc.
102319,2013,12,21,1633.0,1635,-2.0,1927.0,1952,-25.0,B6,423,N789JB,JFK,LAX,327.0,2475,16,35,21/12/2013 16:00,JetBlue Airways
102325,2013,12,21,1644.0,1645,-1.0,1930.0,2010,-40.0,AA,181,N339AA,JFK,LAX,323.0,2475,16,45,21/12/2013 16:00,American Airlines Inc.
102344,2013,12,21,1710.0,1655,15.0,2000.0,2025,-25.0,VX,413,N855VA,JFK,LAX,330.0,2475,16,55,21/12/2013 16:00,Virgin America
102411,2013,12,21,1821.0,1815,6.0,2124.0,2150,-26.0,DL,426,N197DN,JFK,LAX,337.0,2475,18,15,21/12/2013 18:00,Delta Air Lines Inc.
102446,2013,12,21,1904.0,1900,4.0,2148.0,2215,-27.0,AA,21,N328AA,JFK,LAX,323.0,2475,19,0,21/12/2013 19:00,American Airlines Inc.
102502,2013,12,21,2005.0,2000,5.0,2310.0,2325,-15.0,VX,415,N631VA,JFK,LAX,330.0,2475,20,0,21/12/2013 20:00,Virgin America
102521,2013,12,21,2042.0,2040,2.0,2334.0,2359,-25.0,B6,523,N806JB,JFK,LAX,326.0,2475,20,40,21/12/2013 20:00,JetBlue Airways
102563,2013,12,21,2201.0,2135,26.0,58.0,55,3.0,AA,185,N332AA,JFK,LAX,331.0,2475,21,35,21/12/2013 21:00,American Airlines Inc.
102565,2013,12,21,2210.0,2015,115.0,57.0,2344,73.0,DL,427,N180DN,JFK,LAX,320.0,2475,20,15,21/12/2013 20:00,Delta Air Lines Inc.
102578,2013,12,21,2303.0,2225,38.0,157.0,131,26.0,B6,623,N599JB,JFK,LAX,338.0,2475,22,25,21/12/2013 22:00,JetBlue Airways
102644,2013,12,22,657.0,700,-3.0,953.0,1015,-22.0,B6,23,N793JB,JFK,LAX,337.0,2475,7,0,22/12/2013 07:00,JetBlue Airways
102646,2013,12,22,657.0,700,-3.0,1003.0,1025,-22.0,VX,399,N621VA,JFK,LAX,338.0,2475,7,0,22/12/2013 07:00,Virgin America
102648,2013,12,22,658.0,700,-2.0,1022.0,1025,-3.0,DL,472,N190DN,JFK,LAX,338.0,2475,7,0,22/12/2013 07:00,Delta Air Lines Inc.
102666,2013,12,22,724.0,730,-6.0,1057.0,1050,7.0,AA,33,N323AA,JFK,LAX,335.0,2475,7,30,22/12/2013 07:00,American Airlines Inc.
102743,2013,12,22,845.0,830,15.0,1154.0,1154,0.0,UA,443,N518UA,JFK,LAX,337.0,2475,8,30,22/12/2013 08:00,United Air Lines Inc.
102758,2013,12,22,858.0,900,-2.0,1223.0,1229,-6.0,DL,422,N187DN,JFK,LAX,341.0,2475,9,0,22/12/2013 09:00,Delta Air Lines Inc.
102760,2013,12,22,859.0,900,-1.0,1209.0,1225,-16.0,AA,1,N336AA,JFK,LAX,338.0,2475,9,0,22/12/2013 09:00,American Airlines Inc.
102779,2013,12,22,918.0,920,-2.0,1241.0,1245,-4.0,VX,407,N641VA,JFK,LAX,338.0,2475,9,20,22/12/2013 09:00,Virgin America
102782,2013,12,22,920.0,921,-1.0,1250.0,1235,15.0,B6,223,N807JB,JFK,LAX,342.0,2475,9,21,22/12/2013 09:00,JetBlue Airways
102880,2013,12,22,1125.0,1129,-4.0,1449.0,1446,3.0,UA,785,N587UA,JFK,LAX,344.0,2475,11,29,22/12/2013 11:00,United Air Lines Inc.
102887,2013,12,22,1145.0,1147,-2.0,1444.0,1457,-13.0,B6,323,N705JB,JFK,LAX,345.0,2475,11,47,22/12/2013 11:00,JetBlue Airways
102895,2013,12,22,1155.0,1200,-5.0,1454.0,1510,-16.0,AA,3,N319AA,JFK,LAX,342.0,2475,12,0,22/12/2013 12:00,American Airlines Inc.
102896,2013,12,22,1155.0,1200,-5.0,1546.0,1523,23.0,DL,423,N197DN,JFK,LAX,343.0,2475,12,0,22/12/2013 12:00,Delta Air Lines Inc.
102949,2013,12,22,1259.0,1300,-1.0,1615.0,1620,-5.0,VX,411,N638VA,JFK,LAX,345.0,2475,13,0,22/12/2013 13:00,Virgin America
102981,2013,12,22,1337.0,1345,-8.0,1632.0,1705,-33.0,AA,117,N339AA,JFK,LAX,330.0,2475,13,45,22/12/2013 13:00,American Airlines Inc.
103024,2013,12,22,1437.0,1445,-8.0,1745.0,1813,-28.0,UA,841,N596UA,JFK,LAX,335.0,2475,14,45,22/12/2013 14:00,United Air Lines Inc.
103089,2013,12,22,1548.0,1545,3.0,1925.0,1920,5.0,AA,133,N327AA,JFK,LAX,346.0,2475,15,45,22/12/2013 15:00,American Airlines Inc.
103102,2013,12,22,1559.0,1530,29.0,1902.0,1903,-1.0,DL,417,N188DN,JFK,LAX,330.0,2475,15,30,22/12/2013 15:00,Delta Air Lines Inc.
103145,2013,12,22,1644.0,1635,9.0,2035.0,1952,43.0,B6,423,N569JB,JFK,LAX,339.0,2475,16,35,22/12/2013 16:00,JetBlue Airways
103148,2013,12,22,1645.0,1645,0.0,2012.0,2010,2.0,AA,181,N332AA,JFK,LAX,340.0,2475,16,45,22/12/2013 16:00,American Airlines Inc.
103162,2013,12,22,1700.0,1700,0.0,1957.0,2034,-37.0,DL,477,N710TW,JFK,LAX,334.0,2475,17,0,22/12/2013 17:00,Delta Air Lines Inc.
103201,2013,12,22,1740.0,1655,45.0,2044.0,2025,19.0,VX,413,N631VA,JFK,LAX,345.0,2475,16,55,22/12/2013 16:00,Virgin America
103239,2013,12,22,1812.0,1756,16.0,2158.0,2124,34.0,UA,535,N598UA,JFK,LAX,343.0,2475,17,56,22/12/2013 17:00,United Air Lines Inc.
103242,2013,12,22,1817.0,1815,2.0,2132.0,2150,-18.0,DL,426,N199DN,JFK,LAX,344.0,2475,18,15,22/12/2013 18:00,Delta Air Lines Inc.
