,sched_arr_datetime (mod),arr_time,sched_arr_time,arr_delay,name,actual_delay,station,Wind Speed [in knots],Wind Gust [in knots],One hour precipitation [in inches],Pressure altimeter [in inches],Visibility [in miles],Sky Level 1 Coverage,Sky Level 2 Coverage,Sky Level 3 Coverage,Sky Level 4 Coverage
2123,2013-03-13 23:53:00,23:59,23:33,26.0,United Air Lines Inc.,68.0,LAX,10.0,,0.00,30.04,10.0,2.0,,,
2124,2013-03-13 23:53:00,23:27,23:57,-30.0,JetBlue Airways,-28.0,LAX,10.0,,0.00,30.04,10.0,2.0,,,
2125,2013-03-13 00:53:00,00:08,00:32,-24.0,Delta Air Lines Inc.,-25.0,LAX,8.0,,0.00,30.03,8.0,2.0,,,
2126,2013-03-13 00:53:00,00:22,00:50,-28.0,American Airlines Inc.,-29.0,LAX,8.0,,0.00,30.03,8.0,2.0,,,
2127,2013-03-14 09:53:00,09:03,09:25,-22.0,United Air Lines Inc.,-19.0,LAX,0.0,,0.00,30.09,0.75,6.0,,,
2128,2013-03-14 10:53:00,09:55,10:30,-35.0,Delta Air Lines Inc.,-41.0,LAX,0.0,,0.00,30.08,0.75,6.0,,,
2129,2013-03-14 10:53:00,10:15,10:35,-20.0,Virgin America,-20.0,LAX,0.0,,0.00,30.08,0.75,6.0,,,
2130,2013-03-14 10:53:00,09:57,10:37,-40.0,JetBlue Airways,-41.0,LAX,0.0,,0.00,30.08,0.75,6.0,,,
2131,2013-03-14 10:53:00,10:19,11:00,-41.0,American Airlines Inc.,-42.0,LAX,0.0,,0.00,30.08,0.75,6.0,,,
2132,2013-03-14 11:53:00,11:33,11:50,-17.0,United Air Lines Inc.,-19.0,LAX,3.0,,0.00,30.07,0.06,6.0,,,
2133,2013-03-14 11:53:00,11:54,12:20,-26.0,American Airlines Inc.,-29.0,LAX,3.0,,0.00,30.07,0.06,6.0,,,
2134,2013-03-14 12:53:00,12:10,12:24,-14.0,Delta Air Lines Inc.,-15.0,LAX,0.0,,0.00,30.07,0.12,6.0,,,
2135,2013-03-14 12:53:00,12:10,12:35,-25.0,Virgin America,-11.0,LAX,0.0,,0.00,30.07,0.12,6.0,,,
2136,2013-03-14 13:53:00,13:03,13:40,-37.0,American Airlines Inc.,-42.0,LAX,0.0,,0.00,30.08,0.12,6.0,,,
2137,2013-03-14 14:53:00,13:52,14:24,-32.0,JetBlue Airways,-32.0,LAX,0.0,,0.00,30.09,0.25,5.0,,,
2138,2013-03-14 14:53:00,14:03,14:37,-34.0,United Air Lines Inc.,-37.0,LAX,0.0,,0.00,30.09,0.25,5.0,,,
2139,2013-03-14 14:53:00,14:33,15:11,-38.0,Delta Air Lines Inc.,-43.0,LAX,0.0,,0.00,30.09,0.25,5.0,,,
2140,2013-03-14 14:53:00,14:39,15:10,-31.0,American Airlines Inc.,-32.0,LAX,0.0,,0.00,30.09,0.25,5.0,,,
2141,2013-03-14 16:53:00,16:09,16:50,-41.0,Virgin America,-47.0,LAX,9.0,,0.00,30.1,0.12,4.0,4.0,,
2142,2013-03-14 16:53:00,16:15,17:05,-50.0,American Airlines Inc.,-53.0,LAX,9.0,,0.00,30.1,0.12,4.0,4.0,,
2143,2013-03-14 17:53:00,17:54,18:19,-25.0,Delta Air Lines Inc.,-10.0,LAX,8.0,,0.00,30.1,5.0,2.0,3.0,3.0,
2144,2013-03-14 18:53:00,18:46,19:07,-21.0,United Air Lines Inc.,-15.0,LAX,9.0,,0.00,30.09,10.0,2.0,4.0,,
2145,2013-03-14 18:53:00,18:36,19:10,-34.0,American Airlines Inc.,-31.0,LAX,9.0,,0.00,30.09,10.0,2.0,4.0,,
2146,2013-03-14 19:53:00,19:13,19:34,-21.0,Delta Air Lines Inc.,-21.0,LAX,9.0,,0.00,30.08,10.0,2.0,4.0,,
2147,2013-03-14 19:53:00,19:35,19:54,-19.0,JetBlue Airways,-10.0,LAX,9.0,,0.00,30.08,10.0,2.0,4.0,,
2148,2013-03-14 19:53:00,19:57,20:05,-8.0,American Airlines Inc.,-8.0,LAX,9.0,,0.00,30.08,10.0,2.0,4.0,,
2149,2013-03-14 20:53:00,20:18,20:30,-12.0,Virgin America,8.0,LAX,10.0,,0.00,30.06,10.0,2.0,4.0,,
2150,2013-03-14 20:53:00,20:33,21:00,-27.0,Delta Air Lines Inc.,-26.0,LAX,10.0,,0.00,30.06,10.0,2.0,4.0,,
2151,2013-03-14 20:53:00,20:48,21:05,-17.0,United Air Lines Inc.,-10.0,LAX,10.0,,0.00,30.06,10.0,2.0,4.0,,
2152,2013-03-14 22:53:00,22:31,22:40,-9.0,Delta Air Lines Inc.,-11.0,LAX,12.0,,0.00,30.03,10.0,2.0,3.0,,
2153,2013-03-14 22:53:00,21:44,22:25,-41.0,American Airlines Inc.,-40.0,LAX,12.0,,0.00,30.03,10.0,2.0,3.0,,
2154,2013-03-14 23:53:00,23:15,23:30,-15.0,Virgin America,-8.0,LAX,11.0,,0.00,30.03,10.0,2.0,3.0,3.0,
2155,2013-03-14 23:53:00,23:11,23:33,-22.0,United Air Lines Inc.,-15.0,LAX,11.0,,0.00,30.03,10.0,2.0,3.0,3.0,
2156,2013-03-14 23:53:00,23:18,23:57,-39.0,JetBlue Airways,-43.0,LAX,11.0,,0.00,30.03,10.0,2.0,3.0,3.0,
2157,2013-03-14 00:53:00,23:30,00:32,-62.0,Delta Air Lines Inc.,-63.0,LAX,9.0,,0.00,30.03,10.0,2.0,3.0,,
2158,2013-03-14 00:53:00,00:37,00:50,-13.0,American Airlines Inc.,-1.0,LAX,9.0,,0.00,30.03,10.0,2.0,3.0,,
2159,2013-03-15 09:53:00,08:52,09:25,-33.0,United Air Lines Inc.,-38.0,LAX,3.0,,0.00,30.03,0.25,6.0,,,
2160,2013-03-15 10:53:00,10:14,10:30,-16.0,Delta Air Lines Inc.,-13.0,LAX,6.0,,0.00,30.03,0.25,6.0,,,
2161,2013-03-15 10:53:00,10:09,10:35,-26.0,Virgin America,-28.0,LAX,6.0,,0.00,30.03,0.25,6.0,,,
2162,2013-03-15 10:53:00,10:08,10:37,-29.0,JetBlue Airways,-30.0,LAX,6.0,,0.00,30.03,0.25,6.0,,,
2163,2013-03-15 10:53:00,10:06,11:00,-54.0,American Airlines Inc.,-57.0,LAX,6.0,,0.00,30.03,0.25,6.0,,,
2164,2013-03-15 11:53:00,11:47,11:50,-3.0,United Air Lines Inc.,-1.0,LAX,0.0,,0.00,30.01,0.5,6.0,,,
2165,2013-03-15 11:53:00,12:22,12:21,1.0,Delta Air Lines Inc.,-2.0,LAX,0.0,,0.00,30.01,0.5,6.0,,,
2166,2013-03-15 11:53:00,11:52,12:20,-28.0,American Airlines Inc.,-30.0,LAX,0.0,,0.00,30.01,0.5,6.0,,,
2167,2013-03-15 12:53:00,12:14,12:35,-21.0,Virgin America,-16.0,LAX,4.0,,0.00,30.01,1.0,6.0,,,
2168,2013-03-15 13:53:00,13:10,13:40,-30.0,American Airlines Inc.,-33.0,LAX,4.0,,0.00,30.02,1.25,6.0,,,
2169,2013-03-15 14:53:00,14:15,14:24,-9.0,JetBlue Airways,10.0,LAX,3.0,,0.00,30.02,1.5,5.0,,,
2170,2013-03-15 14:53:00,14:28,14:37,-9.0,United Air Lines Inc.,-1.0,LAX,3.0,,0.00,30.02,1.5,5.0,,,
2171,2013-03-15 14:53:00,14:54,15:10,-16.0,American Airlines Inc.,-20.0,LAX,3.0,,0.00,30.02,1.5,5.0,,,
2172,2013-03-15 14:53:00,14:55,15:11,-16.0,Delta Air Lines Inc.,-21.0,LAX,3.0,,0.00,30.02,1.5,5.0,,,
2173,2013-03-15 16:53:00,16:41,16:50,-9.0,Virgin America,-8.0,LAX,0.0,,0.00,30.03,2.5,3.0,4.0,,
2174,2013-03-15 16:53:00,17:11,17:05,6.0,American Airlines Inc.,2.0,LAX,0.0,,0.00,30.03,2.5,3.0,4.0,,
2175,2013-03-15 17:53:00,17:47,18:19,-32.0,Delta Air Lines Inc.,-36.0,LAX,3.0,,0.00,30.03,2.5,3.0,4.0,,
2176,2013-03-15 18:53:00,19:44,19:07,37.0,United Air Lines Inc.,54.0,LAX,5.0,,0.00,30.02,2.5,2.0,3.0,,
2177,2013-03-15 18:53:00,18:55,19:10,-15.0,American Airlines Inc.,-17.0,LAX,5.0,,0.00,30.02,2.5,2.0,3.0,,
2178,2013-03-15 19:53:00,19:18,19:34,-16.0,Delta Air Lines Inc.,-16.0,LAX,10.0,,0.00,30.01,2.5,2.0,3.0,,
2179,2013-03-15 19:53:00,19:44,19:54,-10.0,JetBlue Airways,-5.0,LAX,10.0,,0.00,30.01,2.5,2.0,3.0,,
2180,2013-03-15 19:53:00,20:03,20:05,-2.0,American Airlines Inc.,3.0,LAX,10.0,,0.00,30.01,2.5,2.0,3.0,,
2181,2013-03-15 20:53:00,20:08,20:30,-22.0,Virgin America,-24.0,LAX,10.0,,0.00,29.99,2.0,3.0,4.0,,
2182,2013-03-15 20:53:00,20:27,21:00,-33.0,Delta Air Lines Inc.,-36.0,LAX,10.0,,0.00,29.99,2.0,3.0,4.0,,
2183,2013-03-15 20:53:00,21:11,21:05,6.0,United Air Lines Inc.,1.0,LAX,10.0,,0.00,29.99,2.0,3.0,4.0,,
2184,2013-03-15 22:53:00,23:08,22:40,28.0,Delta Air Lines Inc.,56.0,LAX,9.0,,0.00,29.97,0.5,2.0,4.0,,
2185,2013-03-15 22:53:00,22:00,22:25,-25.0,American Airlines Inc.,-35.0,LAX,9.0,,0.00,29.97,0.5,2.0,4.0,,
2186,2013-03-15 23:53:00,23:17,23:30,-13.0,Virgin America,-14.0,LAX,5.0,,0.00,29.97,0.25,5.0,,,
2187,2013-03-15 23:53:00,23:05,23:33,-28.0,United Air Lines Inc.,-31.0,LAX,5.0,,0.00,29.97,0.25,5.0,,,
2188,2013-03-15 23:53:00,00:07,23:57,10.0,JetBlue Airways,22.0,LAX,5.0,,0.00,29.97,0.25,5.0,,,
2189,2013-03-15 00:53:00,00:13,00:32,-19.0,Delta Air Lines Inc.,-24.0,LAX,9.0,,0.00,30.02,10.0,2.0,3.0,3.0,
2190,2013-03-15 00:53:00,00:34,00:50,-16.0,American Airlines Inc.,-16.0,LAX,9.0,,0.00,30.02,10.0,2.0,3.0,3.0,
2191,2013-03-16 08:53:00,10:08,09:15,53.0,United Air Lines Inc.,47.0,LAX,0.0,,0.00,29.98,2.0,6.0,,,
2192,2013-03-16 10:53:00,10:24,10:35,-11.0,Virgin America,-18.0,LAX,0.0,,0.00,29.95,2.0,6.0,,,
2193,2013-03-16 11:53:00,12:33,11:47,46.0,United Air Lines Inc.,42.0,LAX,5.0,,0.00,29.94,1.5,6.0,,,
2194,2013-03-16 11:53:00,12:29,12:20,9.0,American Airlines Inc.,0.0,LAX,5.0,,0.00,29.94,1.5,6.0,,,
2195,2013-03-16 12:53:00,12:08,12:24,-16.0,Delta Air Lines Inc.,-19.0,LAX,3.0,,0.00,29.96,2.0,6.0,,,
2196,2013-03-16 12:53:00,12:45,12:35,10.0,Virgin America,6.0,LAX,3.0,,0.00,29.96,2.0,6.0,,,
2197,2013-03-16 13:53:00,13:29,13:40,-11.0,American Airlines Inc.,-19.0,LAX,3.0,,0.00,29.96,2.5,5.0,,,
2198,2013-03-16 14:53:00,14:27,14:24,3.0,JetBlue Airways,-2.0,LAX,3.0,,0.00,29.97,3.0,5.0,,,
2199,2013-03-16 14:53:00,14:26,14:37,-11.0,United Air Lines Inc.,-16.0,LAX,3.0,,0.00,29.97,3.0,5.0,,,
2200,2013-03-16 14:53:00,15:05,15:10,-5.0,American Airlines Inc.,-8.0,LAX,3.0,,0.00,29.97,3.0,5.0,,,
2201,2013-03-16 14:53:00,15:24,15:08,16.0,Delta Air Lines Inc.,18.0,LAX,3.0,,0.00,29.97,3.0,5.0,,,
2202,2013-03-16 16:53:00,17:00,16:50,10.0,Virgin America,11.0,LAX,3.0,,0.00,29.98,3.0,5.0,,,
2203,2013-03-16 16:53:00,17:40,17:05,35.0,American Airlines Inc.,36.0,LAX,3.0,,0.00,29.98,3.0,5.0,,,
2204,2013-03-16 18:53:00,18:44,18:25,19.0,Delta Air Lines Inc.,22.0,LAX,8.0,,0.00,29.98,5.0,2.0,,,
2205,2013-03-16 18:53:00,19:06,19:10,-4.0,American Airlines Inc.,-3.0,LAX,8.0,,0.00,29.98,5.0,2.0,,,
2206,2013-03-16 18:53:00,19:30,18:57,33.0,United Air Lines Inc.,26.0,LAX,8.0,,0.00,29.98,5.0,2.0,,,
2207,2013-03-16 19:53:00,19:32,19:30,2.0,Delta Air Lines Inc.,-1.0,LAX,9.0,,0.00,29.97,5.0,2.0,,,
2208,2013-03-16 19:53:00,21:05,20:05,60.0,American Airlines Inc.,93.0,LAX,9.0,,0.00,29.97,5.0,2.0,,,
2209,2013-03-16 20:53:00,21:08,20:30,38.0,Virgin America,68.0,LAX,10.0,,0.00,29.94,5.0,3.0,,,
2210,2013-03-16 20:53:00,21:18,21:04,14.0,Delta Air Lines Inc.,10.0,LAX,10.0,,0.00,29.94,5.0,3.0,,,
2211,2013-03-16 20:53:00,21:32,21:14,18.0,JetBlue Airways,12.0,LAX,10.0,,0.00,29.94,5.0,3.0,,,
2212,2013-03-16 21:53:00,22:22,21:47,35.0,United Air Lines Inc.,26.0,LAX,9.0,,0.00,29.92,6.0,4.0,,,
2213,2013-03-16 22:53:00,22:49,22:36,13.0,Delta Air Lines Inc.,10.0,LAX,8.0,,0.00,29.92,4.0,5.0,,,
2214,2013-03-16 22:53:00,22:25,22:25,0.0,American Airlines Inc.,-5.0,LAX,8.0,,0.00,29.92,4.0,5.0,,,
2215,2013-03-16 23:53:00,23:36,23:30,6.0,Virgin America,4.0,LAX,8.0,,0.00,29.92,5.0,5.0,,,
2216,2013-03-16 23:53:00,00:07,23:57,10.0,JetBlue Airways,10.0,LAX,8.0,,0.00,29.92,5.0,5.0,,,
2217,2013-03-16 00:53:00,00:48,00:50,-2.0,American Airlines Inc.,-7.0,LAX,5.0,,0.00,29.96,0.5,5.0,,,
2218,2013-03-17 10:53:00,10:21,10:30,-9.0,Delta Air Lines Inc.,-8.0,LAX,3.0,,0.00,29.95,6.0,5.0,,,
2219,2013-03-17 10:53:00,10:57,10:35,22.0,Virgin America,20.0,LAX,3.0,,0.00,29.95,6.0,5.0,,,
2220,2013-03-17 10:53:00,10:50,10:37,13.0,JetBlue Airways,19.0,LAX,3.0,,0.00,29.95,6.0,5.0,,,
2221,2013-03-17 10:53:00,10:31,11:00,-29.0,American Airlines Inc.,-30.0,LAX,3.0,,0.00,29.95,6.0,5.0,,,
2222,2013-03-17 11:53:00,11:51,11:47,4.0,United Air Lines Inc.,3.0,LAX,3.0,,0.00,29.95,7.0,5.0,,,
2223,2013-03-17 11:53:00,12:39,12:20,19.0,American Airlines Inc.,12.0,LAX,3.0,,0.00,29.95,7.0,5.0,,,
2224,2013-03-17 12:53:00,13:49,12:24,85.0,Delta Air Lines Inc.,177.0,LAX,3.0,,0.00,29.96,7.0,4.0,,,
2225,2013-03-17 12:53:00,12:41,12:35,6.0,Virgin America,-2.0,LAX,3.0,,0.00,29.96,7.0,4.0,,,
2226,2013-03-17 13:53:00,13:28,13:40,-12.0,American Airlines Inc.,-18.0,LAX,0.0,,0.00,29.97,7.0,3.0,3.0,,
2227,2013-03-17 14:53:00,14:35,14:24,11.0,JetBlue Airways,18.0,LAX,0.0,,0.00,29.98,4.0,5.0,,,
2228,2013-03-17 14:53:00,14:22,14:37,-15.0,United Air Lines Inc.,-24.0,LAX,0.0,,0.00,29.98,4.0,5.0,,,
2229,2013-03-17 14:53:00,15:15,15:10,5.0,American Airlines Inc.,4.0,LAX,0.0,,0.00,29.98,4.0,5.0,,,
2230,2013-03-17 14:53:00,15:15,15:11,4.0,Delta Air Lines Inc.,3.0,LAX,0.0,,0.00,29.98,4.0,5.0,,,
2231,2013-03-17 16:53:00,16:55,16:50,5.0,Virgin America,9.0,LAX,6.0,,0.00,30.0,5.0,4.0,,,
2232,2013-03-17 16:53:00,17:10,17:05,5.0,American Airlines Inc.,1.0,LAX,6.0,,0.00,30.0,5.0,4.0,,,
2233,2013-03-17 17:53:00,18:26,18:19,7.0,Delta Air Lines Inc.,2.0,LAX,6.0,,0.00,30.02,5.0,5.0,,,
2234,2013-03-17 18:53:00,19:49,19:10,39.0,American Airlines Inc.,89.0,LAX,7.0,,0.00,30.02,6.0,4.0,4.0,,
2235,2013-03-17 19:53:00,20:00,19:34,26.0,Delta Air Lines Inc.,25.0,LAX,9.0,,0.00,30.01,6.0,3.0,3.0,,
2236,2013-03-17 19:53:00,19:58,19:54,4.0,JetBlue Airways,8.0,LAX,9.0,,0.00,30.01,6.0,3.0,3.0,,
2237,2013-03-17 19:53:00,19:59,20:05,-6.0,American Airlines Inc.,-5.0,LAX,9.0,,0.00,30.01,6.0,3.0,3.0,,
2238,2013-03-17 20:53:00,20:29,20:30,-1.0,Virgin America,7.0,LAX,7.0,,0.00,29.98,7.0,2.0,3.0,3.0,
2239,2013-03-17 20:53:00,20:44,21:00,-16.0,Delta Air Lines Inc.,-17.0,LAX,7.0,,0.00,29.98,7.0,2.0,3.0,3.0,
2240,2013-03-17 20:53:00,21:12,21:07,5.0,United Air Lines Inc.,2.0,LAX,7.0,,0.00,29.98,7.0,2.0,3.0,3.0,
2241,2013-03-17 22:53:00,22:27,22:40,-13.0,Delta Air Lines Inc.,-13.0,LAX,9.0,,0.00,29.95,9.0,2.0,3.0,3.0,
2242,2013-03-17 22:53:00,22:44,22:25,19.0,American Airlines Inc.,15.0,LAX,9.0,,0.00,29.95,9.0,2.0,3.0,3.0,
2243,2013-03-17 22:53:00,00:05,23:15,50.0,Virgin America,96.0,LAX,9.0,,0.00,29.95,9.0,2.0,3.0,3.0,
2244,2013-03-17 23:53:00,23:37,23:29,8.0,United Air Lines Inc.,0.0,LAX,11.0,,0.00,29.96,9.0,2.0,3.0,3.0,
2245,2013-03-17 23:53:00,24:00,23:57,3.0,JetBlue Airways,1.0,LAX,11.0,,0.00,29.96,9.0,2.0,3.0,3.0,
2246,2013-03-17 00:53:00,00:34,00:32,2.0,Delta Air Lines Inc.,6.0,LAX,5.0,,0.00,29.91,6.0,5.0,,,
2247,2013-03-17 00:53:00,01:02,00:50,12.0,American Airlines Inc.,23.0,LAX,5.0,,0.00,29.91,6.0,5.0,,,
2248,2013-03-18 09:53:00,09:15,09:25,-10.0,United Air Lines Inc.,-14.0,LAX,3.0,,0.00,30.01,8.0,5.0,,,
2249,2013-03-18 10:53:00,10:22,10:30,-8.0,Delta Air Lines Inc.,-14.0,LAX,4.0,,0.00,29.99,8.0,5.0,,,
2250,2013-03-18 10:53:00,10:44,10:35,9.0,Virgin America,7.0,LAX,4.0,,0.00,29.99,8.0,5.0,,,
2251,2013-03-18 10:53:00,10:46,10:37,9.0,JetBlue Airways,12.0,LAX,4.0,,0.00,29.99,8.0,5.0,,,
2252,2013-03-18 10:53:00,10:33,11:00,-27.0,American Airlines Inc.,-29.0,LAX,4.0,,0.00,29.99,8.0,5.0,,,
2253,2013-03-18 11:53:00,11:38,11:50,-12.0,United Air Lines Inc.,-20.0,LAX,5.0,,0.00,29.99,8.0,5.0,,,
2254,2013-03-18 11:53:00,12:31,12:20,11.0,American Airlines Inc.,11.0,LAX,5.0,,0.00,29.99,8.0,5.0,,,
2255,2013-03-18 12:53:00,12:14,12:24,-10.0,Delta Air Lines Inc.,-13.0,LAX,5.0,,0.00,30.01,8.0,5.0,,,
2256,2013-03-18 12:53:00,12:27,12:35,-8.0,Virgin America,-9.0,LAX,5.0,,0.00,30.01,8.0,5.0,,,
2257,2013-03-18 13:53:00,13:31,13:40,-9.0,American Airlines Inc.,-14.0,LAX,4.0,,0.00,30.03,8.0,4.0,5.0,,
2258,2013-03-18 14:53:00,14:30,14:24,6.0,JetBlue Airways,4.0,LAX,5.0,,0.00,30.04,8.0,3.0,5.0,,
2259,2013-03-18 14:53:00,14:19,14:37,-18.0,United Air Lines Inc.,-24.0,LAX,5.0,,0.00,30.04,8.0,3.0,5.0,,
2260,2013-03-18 14:53:00,15:05,15:10,-5.0,American Airlines Inc.,-10.0,LAX,5.0,,0.00,30.04,8.0,3.0,5.0,,
2261,2013-03-18 14:53:00,15:14,15:11,3.0,Delta Air Lines Inc.,-5.0,LAX,5.0,,0.00,30.04,8.0,3.0,5.0,,
2262,2013-03-18 16:53:00,16:57,16:50,7.0,Virgin America,4.0,LAX,0.0,,0.00,30.07,8.0,3.0,4.0,,
2263,2013-03-18 16:53:00,17:15,17:05,10.0,American Airlines Inc.,11.0,LAX,0.0,,0.00,30.07,8.0,3.0,4.0,,
2264,2013-03-18 17:53:00,18:03,18:19,-16.0,Delta Air Lines Inc.,-21.0,LAX,8.0,,0.00,30.08,8.0,4.0,,,
2265,2013-03-18 18:53:00,19:35,19:10,25.0,American Airlines Inc.,27.0,LAX,8.0,,0.00,30.07,9.0,4.0,,,
2266,2013-03-18 18:53:00,19:24,19:07,17.0,United Air Lines Inc.,17.0,LAX,8.0,,0.00,30.07,9.0,4.0,,,
2267,2013-03-18 19:53:00,19:49,19:34,15.0,Delta Air Lines Inc.,9.0,LAX,12.0,,0.00,30.07,10.0,3.0,,,
2268,2013-03-18 19:53:00,19:59,19:54,5.0,JetBlue Airways,1.0,LAX,12.0,,0.00,30.07,10.0,3.0,,,
2269,2013-03-18 19:53:00,20:41,20:05,36.0,American Airlines Inc.,37.0,LAX,12.0,,0.00,30.07,10.0,3.0,,,
2270,2013-03-18 20:53:00,21:04,20:30,34.0,Virgin America,65.0,LAX,9.0,,0.00,30.06,10.0,4.0,,,
2271,2013-03-18 20:53:00,21:11,21:00,11.0,Delta Air Lines Inc.,24.0,LAX,9.0,,0.00,30.06,10.0,4.0,,,
2272,2013-03-18 20:53:00,21:47,21:05,42.0,United Air Lines Inc.,51.0,LAX,9.0,,0.00,30.06,10.0,4.0,,,
2273,2013-03-18 22:53:00,23:47,22:40,67.0,Delta Air Lines Inc.,62.0,LAX,7.0,,0.00,30.02,10.0,2.0,5.0,,
2274,2013-03-18 22:53:00,23:56,22:25,91.0,American Airlines Inc.,114.0,LAX,7.0,,0.00,30.02,10.0,2.0,5.0,,
2275,2013-03-18 23:53:00,03:19,23:30,229.0,Virgin America,421.0,LAX,8.0,,0.00,30.03,10.0,5.0,,,
2276,2013-03-18 23:53:00,02:05,23:33,152.0,United Air Lines Inc.,263.0,LAX,8.0,,0.00,30.03,10.0,5.0,,,
2277,2013-03-18 23:53:00,01:18,23:57,81.0,JetBlue Airways,106.0,LAX,8.0,,0.00,30.03,10.0,5.0,,,
2278,2013-03-18 00:53:00,13:36,00:32,784.0,Delta Air Lines Inc.,1584.0,LAX,9.0,,0.00,29.96,9.0,2.0,3.0,3.0,
2279,2013-03-18 00:53:00,02:42,00:50,112.0,American Airlines Inc.,195.0,LAX,9.0,,0.00,29.96,9.0,2.0,3.0,3.0,
2280,2013-03-19 09:53:00,09:18,09:25,-7.0,United Air Lines Inc.,-14.0,LAX,0.0,,0.00,30.08,7.0,4.0,5.0,,
2281,2013-03-19 10:53:00,10:25,10:30,-5.0,Delta Air Lines Inc.,-8.0,LAX,4.0,,0.00,30.06,6.0,2.0,4.0,,
2282,2013-03-19 10:53:00,10:42,10:35,7.0,Virgin America,9.0,LAX,4.0,,0.00,30.06,6.0,2.0,4.0,,
2283,2013-03-19 10:53:00,10:36,10:37,-1.0,JetBlue Airways,-4.0,LAX,4.0,,0.00,30.06,6.0,2.0,4.0,,
2284,2013-03-19 10:53:00,10:38,11:00,-22.0,American Airlines Inc.,-25.0,LAX,4.0,,0.00,30.06,6.0,2.0,4.0,,
2285,2013-03-19 11:53:00,11:44,11:50,-6.0,United Air Lines Inc.,-9.0,LAX,3.0,,0.00,30.05,5.0,2.0,3.0,4.0,
2286,2013-03-19 12:53:00,12:23,12:24,-1.0,Delta Air Lines Inc.,-4.0,LAX,3.0,,0.00,30.07,5.0,3.0,,,
2287,2013-03-19 11:53:00,12:08,12:20,-12.0,American Airlines Inc.,-21.0,LAX,3.0,,0.00,30.05,5.0,2.0,3.0,4.0,
2288,2013-03-19 12:53:00,12:26,12:35,-9.0,Virgin America,-17.0,LAX,3.0,,0.00,30.07,5.0,3.0,,,
2289,2013-03-19 13:53:00,13:30,13:40,-10.0,American Airlines Inc.,-20.0,LAX,4.0,,0.00,30.08,5.0,4.0,4.0,,
2290,2013-03-19 14:53:00,14:36,14:24,12.0,JetBlue Airways,41.0,LAX,3.0,,0.00,30.11,3.0,4.0,5.0,,
2291,2013-03-19 14:53:00,14:15,14:37,-22.0,United Air Lines Inc.,-30.0,LAX,3.0,,0.00,30.11,3.0,4.0,5.0,,
2292,2013-03-19 14:53:00,15:05,15:11,-6.0,Delta Air Lines Inc.,-9.0,LAX,3.0,,0.00,30.11,3.0,4.0,5.0,,
2293,2013-03-19 14:53:00,14:57,15:10,-13.0,American Airlines Inc.,-16.0,LAX,3.0,,0.00,30.11,3.0,4.0,5.0,,
2294,2013-03-19 16:53:00,16:37,16:50,-13.0,Virgin America,-14.0,LAX,0.0,,0.00,30.12,3.0,5.0,,,
2295,2013-03-19 16:53:00,16:57,17:05,-8.0,American Airlines Inc.,-9.0,LAX,0.0,,0.00,30.12,3.0,5.0,,,
2296,2013-03-19 17:53:00,18:05,18:19,-14.0,Delta Air Lines Inc.,-18.0,LAX,6.0,,0.00,30.12,3.0,5.0,,,
2297,2013-03-19 18:53:00,18:52,19:10,-18.0,American Airlines Inc.,-24.0,LAX,4.0,,0.00,30.11,4.0,4.0,4.0,,
2298,2013-03-19 18:53:00,19:22,19:07,15.0,United Air Lines Inc.,28.0,LAX,4.0,,0.00,30.11,4.0,4.0,4.0,,
2299,2013-03-19 19:53:00,19:47,19:34,13.0,Delta Air Lines Inc.,23.0,LAX,7.0,,0.00,30.1,6.0,3.0,4.0,,
2300,2013-03-19 19:53:00,20:02,19:54,8.0,JetBlue Airways,10.0,LAX,7.0,,0.00,30.1,6.0,3.0,4.0,,
2301,2013-03-19 19:53:00,20:01,20:05,-4.0,American Airlines Inc.,-4.0,LAX,7.0,,0.00,30.1,6.0,3.0,4.0,,
2302,2013-03-19 20:53:00,20:31,20:30,1.0,Virgin America,18.0,LAX,10.0,15.0,0.00,30.09,7.0,3.0,4.0,,
2303,2013-03-19 20:53:00,20:28,21:00,-32.0,Delta Air Lines Inc.,-36.0,LAX,10.0,15.0,0.00,30.09,7.0,3.0,4.0,,
2304,2013-03-19 20:53:00,20:57,21:05,-8.0,United Air Lines Inc.,-10.0,LAX,10.0,15.0,0.00,30.09,7.0,3.0,4.0,,
2305,2013-03-19 22:53:00,01:19,22:40,159.0,Delta Air Lines Inc.,333.0,LAX,10.0,,0.00,30.07,9.0,5.0,,,
2306,2013-03-19 22:53:00,22:04,22:25,-21.0,American Airlines Inc.,-20.0,LAX,10.0,,0.00,30.07,9.0,5.0,,,
2307,2013-03-19 23:53:00,23:31,23:30,1.0,Virgin America,14.0,LAX,8.0,,0.00,30.07,9.0,4.0,4.0,,
2308,2013-03-19 23:53:00,23:35,23:33,2.0,United Air Lines Inc.,-1.0,LAX,8.0,,0.00,30.07,9.0,4.0,4.0,,
2309,2013-03-19 23:53:00,23:56,23:57,-1.0,JetBlue Airways,-2.0,LAX,8.0,,0.00,30.07,9.0,4.0,4.0,,
2310,2013-03-19 00:53:00,00:11,00:32,-21.0,Delta Air Lines Inc.,-20.0,LAX,7.0,,0.00,30.02,9.0,5.0,,,
2311,2013-03-19 00:53:00,00:47,00:50,-3.0,American Airlines Inc.,-2.0,LAX,7.0,,0.00,30.02,9.0,5.0,,,
