date,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,tailnum,air_time,name
2013-03-12,23:05,21:35,90.0,01:57,00:50,67.0,N327AA,320.0,American Airlines Inc.
2013-03-12,15:54,16:00,-6.0,19:44,19:34,10.0,N704X,335.0,Delta Air Lines Inc.
2013-03-12,19:51,16:55,176.0,22:50,20:30,140.0,N630VA,332.0,Virgin America
2013-03-12,15:39,15:45,-6.0,19:07,19:10,-3.0,N319AA,325.0,American Airlines Inc.
2013-03-12,08:56,09:00,-4.0,11:52,12:24,-32.0,N624AG,308.0,Delta Air Lines Inc.
2013-03-12,13:43,13:45,-2.0,16:20,17:05,-45.0,N328AA,313.0,American Airlines Inc.
2013-03-12,15:08,14:45,23.0,18:20,18:19,1.0,N722TW,324.0,Delta Air Lines Inc.
2013-03-12,07:00,07:00,0.0,10:34,10:30,4.0,N712TW,331.0,Delta Air Lines Inc.
2013-03-12,07:10,07:10,0.0,10:27,10:35,-8.0,N641VA,338.0,Virgin America
2013-03-12,07:14,07:15,-1.0,10:05,10:37,-32.0,N784JB,323.0,JetBlue Airways
2013-03-12,07:26,07:30,-4.0,10:24,11:00,-36.0,N329AA,325.0,American Airlines Inc.
2013-03-12,08:38,08:40,-2.0,11:56,11:50,6.0,N505UA,320.0,United Air Lines Inc.
2013-03-12,09:07,09:10,-3.0,12:13,12:35,-22.0,N622VA,330.0,Virgin America
2013-03-12,06:03,06:10,-7.0,09:02,09:25,-23.0,N510UA,327.0,United Air Lines Inc.
2013-03-12,10:27,10:30,-3.0,13:02,13:40,-38.0,N324AA,309.0,American Airlines Inc.
2013-03-12,11:27,11:30,-3.0,13:55,14:37,-42.0,N554UA,312.0,United Air Lines Inc.
2013-03-12,11:33,11:15,18.0,14:00,14:24,-24.0,N630JB,310.0,JetBlue Airways
2013-03-12,11:57,12:00,-3.0,14:33,15:10,-37.0,N338AA,315.0,American Airlines Inc.
2013-03-12,12:00,12:00,0.0,14:56,15:11,-15.0,N713TW,325.0,Delta Air Lines Inc.
2013-03-12,13:23,13:25,-2.0,16:27,16:50,-23.0,N623VA,328.0,Virgin America
2013-03-12,09:46,09:00,46.0,12:21,12:20,1.0,N335AA,318.0,American Airlines Inc.
2013-03-13,16:38,16:30,8.0,19:26,19:54,-28.0,N636JB,325.0,JetBlue Airways
2013-03-13,16:49,16:45,4.0,19:50,20:05,-15.0,N327AA,324.0,American Airlines Inc.
2013-03-13,16:54,16:55,-1.0,20:11,20:30,-19.0,N636VA,331.0,Virgin America
2013-03-13,17:23,17:25,-2.0,20:19,21:00,-41.0,N721TW,327.0,Delta Air Lines Inc.
2013-03-13,18:12,17:53,19.0,20:56,21:05,-9.0,N525UA,318.0,United Air Lines Inc.
2013-03-13,18:56,19:00,-4.0,22:14,22:40,-26.0,N722TW,319.0,Delta Air Lines Inc.
2013-03-13,20:47,20:45,2.0,23:27,23:57,-30.0,N806JB,320.0,JetBlue Airways
2013-03-13,20:16,20:05,11.0,23:01,23:30,-29.0,N629VA,323.0,Virgin America
2013-03-13,20:59,21:00,-1.0,00:08,00:32,-24.0,N713TW,328.0,Delta Air Lines Inc.
2013-03-13,21:11,20:29,42.0,23:59,23:33,26.0,N555UA,315.0,United Air Lines Inc.
2013-03-13,21:34,21:35,-1.0,00:22,00:50,-28.0,N324AA,317.0,American Airlines Inc.
2013-03-13,15:56,15:45,11.0,18:45,19:07,-22.0,N41135,322.0,United Air Lines Inc.
2013-03-13,19:04,19:05,-1.0,21:32,22:25,-53.0,N329AA,307.0,American Airlines Inc.
2013-03-13,15:55,16:00,-5.0,18:50,19:34,-44.0,N718TW,313.0,Delta Air Lines Inc.
2013-03-13,15:43,15:45,-2.0,18:19,19:10,-51.0,N328AA,313.0,American Airlines Inc.
2013-03-13,06:56,07:00,-4.0,10:02,10:30,-28.0,N723TW,320.0,Delta Air Lines Inc.
2013-03-13,06:20,06:10,10.0,09:17,09:25,-8.0,N557UA,318.0,United Air Lines Inc.
2013-03-13,14:50,14:45,5.0,17:31,18:19,-48.0,N704X,310.0,Delta Air Lines Inc.
2013-03-13,07:08,07:10,-2.0,10:12,10:35,-23.0,N635VA,328.0,Virgin America
2013-03-13,07:10,07:15,-5.0,10:05,10:37,-32.0,N708JB,317.0,JetBlue Airways
2013-03-13,07:21,07:30,-9.0,10:18,11:00,-42.0,N324AA,322.0,American Airlines Inc.
2013-03-13,08:52,09:00,-8.0,11:49,12:24,-35.0,N718TW,318.0,Delta Air Lines Inc.
2013-03-13,09:01,09:00,1.0,11:56,12:20,-24.0,N338AA,322.0,American Airlines Inc.
2013-03-13,08:41,08:40,1.0,11:42,11:50,-8.0,N512UA,322.0,United Air Lines Inc.
2013-03-13,10:21,10:30,-9.0,12:56,13:40,-44.0,N323AA,312.0,American Airlines Inc.
2013-03-13,11:15,11:15,0.0,13:53,14:24,-31.0,N805JB,324.0,JetBlue Airways
2013-03-13,11:28,11:30,-2.0,14:09,14:37,-28.0,N560UA,323.0,United Air Lines Inc.
2013-03-13,11:53,12:00,-7.0,14:32,15:10,-38.0,N336AA,319.0,American Airlines Inc.
2013-03-13,12:05,12:00,5.0,14:49,15:11,-22.0,N727TW,324.0,Delta Air Lines Inc.
2013-03-13,13:17,13:25,-8.0,16:17,16:50,-33.0,N633VA,333.0,Virgin America
2013-03-13,13:38,13:45,-7.0,16:37,17:05,-28.0,N335AA,326.0,American Airlines Inc.
2013-03-13,09:44,09:10,34.0,12:24,12:35,-11.0,N630VA,319.0,Virgin America
2013-03-14,17:26,17:25,1.0,20:33,21:00,-27.0,N713TW,315.0,Delta Air Lines Inc.
2013-03-14,16:00,16:00,0.0,19:13,19:34,-21.0,N624AG,314.0,Delta Air Lines Inc.
2013-03-14,16:39,16:30,9.0,19:35,19:54,-19.0,N648JB,313.0,JetBlue Airways
2013-03-14,16:45,16:45,0.0,19:57,20:05,-8.0,N324AA,318.0,American Airlines Inc.
2013-03-14,17:15,16:55,20.0,20:18,20:30,-12.0,N626VA,320.0,Virgin America
2013-03-14,18:00,17:53,7.0,20:48,21:05,-17.0,N555UA,310.0,United Air Lines Inc.
2013-03-14,15:51,15:45,6.0,18:46,19:07,-21.0,N34131,313.0,United Air Lines Inc.
2013-03-14,19:06,19:05,1.0,21:44,22:25,-41.0,N335AA,304.0,American Airlines Inc.
2013-03-14,20:12,20:05,7.0,23:15,23:30,-15.0,N624VA,319.0,Virgin America
2013-03-14,20:36,20:29,7.0,23:11,23:33,-22.0,N532UA,305.0,United Air Lines Inc.
2013-03-14,20:41,20:45,-4.0,23:18,23:57,-39.0,N625JB,308.0,JetBlue Airways
2013-03-14,20:59,21:00,-1.0,23:30,00:32,-62.0,N707TW,306.0,Delta Air Lines Inc.
2013-03-14,21:47,21:35,12.0,00:37,00:50,-13.0,N323AA,309.0,American Airlines Inc.
2013-03-14,18:58,19:00,-2.0,22:31,22:40,-9.0,N721TW,311.0,Delta Air Lines Inc.
2013-03-14,15:48,15:45,3.0,18:36,19:10,-34.0,N338AA,311.0,American Airlines Inc.
2013-03-14,06:13,06:10,3.0,09:03,09:25,-22.0,N560UA,329.0,United Air Lines Inc.
2013-03-14,13:42,13:45,-3.0,16:15,17:05,-50.0,N320AA,309.0,American Airlines Inc.
2013-03-14,15:00,14:45,15.0,17:54,18:19,-25.0,N723TW,314.0,Delta Air Lines Inc.
2013-03-14,07:10,07:10,0.0,10:15,10:35,-20.0,N628VA,332.0,Virgin America
2013-03-14,07:14,07:15,-1.0,09:57,10:37,-40.0,N627JB,319.0,JetBlue Airways
2013-03-14,07:29,07:30,-1.0,10:19,11:00,-41.0,N323AA,322.0,American Airlines Inc.
2013-03-14,06:54,07:00,-6.0,09:55,10:30,-35.0,N707TW,330.0,Delta Air Lines Inc.
2013-03-14,08:57,09:00,-3.0,11:54,12:20,-26.0,N336AA,313.0,American Airlines Inc.
2013-03-14,08:59,09:00,-1.0,12:10,12:24,-14.0,N624AG,337.0,Delta Air Lines Inc.
2013-03-14,08:38,08:40,-2.0,11:33,11:50,-17.0,N508UA,315.0,United Air Lines Inc.
2013-03-14,10:25,10:30,-5.0,13:03,13:40,-37.0,N328AA,318.0,American Airlines Inc.
2013-03-14,11:15,11:15,0.0,13:52,14:24,-32.0,N796JB,319.0,JetBlue Airways
2013-03-14,11:27,11:30,-3.0,14:03,14:37,-34.0,N510UA,320.0,United Air Lines Inc.
2013-03-14,11:55,12:00,-5.0,14:33,15:11,-38.0,N722TW,316.0,Delta Air Lines Inc.
2013-03-14,11:59,12:00,-1.0,14:39,15:10,-31.0,N329AA,318.0,American Airlines Inc.
2013-03-14,13:19,13:25,-6.0,16:09,16:50,-41.0,N630VA,324.0,Virgin America
2013-03-14,09:24,09:10,14.0,12:10,12:35,-25.0,N636VA,319.0,Virgin America
2013-03-15,16:02,15:45,17.0,19:44,19:07,37.0,N33132,358.0,United Air Lines Inc.
2013-03-15,16:35,16:30,5.0,19:44,19:54,-10.0,N607JB,342.0,JetBlue Airways
2013-03-15,16:50,16:45,5.0,20:03,20:05,-2.0,N323AA,343.0,American Airlines Inc.
2013-03-15,16:00,16:00,0.0,19:18,19:34,-16.0,N718TW,336.0,Delta Air Lines Inc.
2013-03-15,17:22,17:25,-3.0,20:27,21:00,-33.0,N707TW,342.0,Delta Air Lines Inc.
2013-03-15,17:48,17:53,-5.0,21:11,21:05,6.0,N554UA,356.0,United Air Lines Inc.
2013-03-15,21:35,21:35,0.0,00:34,00:50,-16.0,N319AA,337.0,American Airlines Inc.
2013-03-15,19:28,19:00,28.0,23:08,22:40,28.0,N713TW,338.0,Delta Air Lines Inc.
2013-03-15,20:04,20:05,-1.0,23:17,23:30,-13.0,N851VA,349.0,Virgin America
2013-03-15,20:26,20:29,-3.0,23:05,23:33,-28.0,N560UA,314.0,United Air Lines Inc.
2013-03-15,20:55,21:00,-5.0,00:13,00:32,-19.0,N706TW,346.0,Delta Air Lines Inc.
2013-03-15,20:57,20:45,12.0,00:07,23:57,10.0,N658JB,340.0,JetBlue Airways
2013-03-15,18:55,19:05,-10.0,22:00,22:25,-25.0,N320AA,332.0,American Airlines Inc.
2013-03-15,15:43,15:45,-2.0,18:55,19:10,-15.0,N339AA,344.0,American Airlines Inc.
2013-03-15,16:53,16:55,-2.0,20:08,20:30,-22.0,N624VA,352.0,Virgin America
2013-03-15,13:41,13:45,-4.0,17:11,17:05,6.0,N328AA,341.0,American Airlines Inc.
2013-03-15,14:41,14:45,-4.0,17:47,18:19,-32.0,N711ZX,337.0,Delta Air Lines Inc.
2013-03-15,06:05,06:10,-5.0,08:52,09:25,-33.0,N505UA,325.0,United Air Lines Inc.
2013-03-15,07:03,07:00,3.0,10:14,10:30,-16.0,N722TW,336.0,Delta Air Lines Inc.
2013-03-15,07:08,07:10,-2.0,10:09,10:35,-26.0,N636VA,327.0,Virgin America
2013-03-15,07:14,07:15,-1.0,10:08,10:37,-29.0,N658JB,327.0,JetBlue Airways
2013-03-15,07:27,07:30,-3.0,10:06,11:00,-54.0,N319AA,322.0,American Airlines Inc.
2013-03-15,08:42,08:40,2.0,11:47,11:50,-3.0,N555UA,339.0,United Air Lines Inc.
2013-03-15,08:57,09:00,-3.0,12:22,12:21,1.0,N624AG,342.0,Delta Air Lines Inc.
2013-03-15,09:15,09:10,5.0,12:14,12:35,-21.0,N626VA,338.0,Virgin America
2013-03-15,13:26,13:25,1.0,16:41,16:50,-9.0,N639VA,347.0,Virgin America
2013-03-15,11:56,12:00,-4.0,14:54,15:10,-16.0,N324AA,335.0,American Airlines Inc.
2013-03-15,11:55,12:00,-5.0,14:55,15:11,-16.0,N712TW,332.0,Delta Air Lines Inc.
2013-03-15,08:58,09:00,-2.0,11:52,12:20,-28.0,N329AA,319.0,American Airlines Inc.
2013-03-15,11:34,11:15,19.0,14:15,14:24,-9.0,N793JB,326.0,JetBlue Airways
2013-03-15,10:27,10:30,-3.0,13:10,13:40,-30.0,N335AA,328.0,American Airlines Inc.
2013-03-15,11:38,11:30,8.0,14:28,14:37,-9.0,N502UA,333.0,United Air Lines Inc.
2013-03-16,21:30,21:35,-5.0,00:48,00:50,-2.0,N329AA,358.0,American Airlines Inc.
2013-03-16,20:45,20:45,0.0,00:07,23:57,10.0,N627JB,360.0,JetBlue Airways
2013-03-16,20:03,20:05,-2.0,23:36,23:30,6.0,N622VA,366.0,Virgin America
2013-03-16,19:00,19:05,-5.0,22:25,22:25,0.0,N328AA,347.0,American Airlines Inc.
2013-03-16,18:57,19:00,-3.0,22:49,22:36,13.0,N707TW,357.0,Delta Air Lines Inc.
2013-03-16,18:26,18:35,-9.0,22:22,21:47,35.0,N560UA,372.0,United Air Lines Inc.
2013-03-16,17:36,17:40,-4.0,21:18,21:04,14.0,N717TW,361.0,Delta Air Lines Inc.
2013-03-16,17:18,16:45,33.0,21:05,20:05,60.0,N319AA,365.0,American Airlines Inc.
2013-03-16,15:57,16:00,-3.0,19:32,19:30,2.0,N706TW,359.0,Delta Air Lines Inc.
2013-03-16,15:46,15:45,1.0,19:06,19:10,-4.0,N320AA,355.0,American Airlines Inc.
2013-03-16,15:38,15:45,-7.0,19:30,18:57,33.0,N555UA,366.0,United Air Lines Inc.
2013-03-16,17:49,17:55,-6.0,21:32,21:14,18.0,N641JB,364.0,JetBlue Airways
2013-03-16,13:46,13:45,1.0,17:40,17:05,35.0,N324AA,372.0,American Airlines Inc.
2013-03-16,05:54,06:00,-6.0,10:08,09:15,53.0,N502UA,373.0,United Air Lines Inc.
2013-03-16,14:58,14:55,3.0,18:44,18:25,19.0,N722TW,366.0,Delta Air Lines Inc.
2013-03-16,07:03,07:10,-7.0,10:24,10:35,-11.0,N633VA,354.0,Virgin America
2013-03-16,08:36,08:40,-4.0,12:33,11:47,46.0,N554UA,352.0,United Air Lines Inc.
2013-03-16,08:51,09:00,-9.0,12:29,12:20,9.0,N335AA,358.0,American Airlines Inc.
2013-03-16,08:57,09:00,-3.0,12:08,12:24,-16.0,N705TW,349.0,Delta Air Lines Inc.
2013-03-16,09:06,09:10,-4.0,12:45,12:35,10.0,N624VA,365.0,Virgin America
2013-03-16,17:25,16:55,30.0,21:08,20:30,38.0,N641VA,370.0,Virgin America
2013-03-16,11:10,11:15,-5.0,14:27,14:24,3.0,N632JB,358.0,JetBlue Airways
2013-03-16,11:25,11:30,-5.0,14:26,14:37,-11.0,N508UA,343.0,United Air Lines Inc.
2013-03-16,11:57,12:00,-3.0,15:05,15:10,-5.0,N338AA,349.0,American Airlines Inc.
2013-03-16,12:02,12:00,2.0,15:24,15:08,16.0,N718TW,350.0,Delta Air Lines Inc.
2013-03-16,13:26,13:25,1.0,17:00,16:50,10.0,N628VA,367.0,Virgin America
2013-03-16,10:22,10:30,-8.0,13:29,13:40,-11.0,N336AA,350.0,American Airlines Inc.
2013-03-17,16:35,15:45,50.0,19:49,19:10,39.0,N339AA,334.0,American Airlines Inc.
2013-03-17,16:46,16:45,1.0,19:59,20:05,-6.0,N329AA,348.0,American Airlines Inc.
2013-03-17,17:03,16:55,8.0,20:29,20:30,-1.0,N629VA,358.0,Virgin America
2013-03-17,17:24,17:25,-1.0,20:44,21:00,-16.0,N718TW,359.0,Delta Air Lines Inc.
2013-03-17,17:52,17:55,-3.0,21:12,21:07,5.0,N510UA,356.0,United Air Lines Inc.
2013-03-17,20:17,20:25,-8.0,23:37,23:29,8.0,N554UA,349.0,United Air Lines Inc.
2013-03-17,19:01,19:05,-4.0,22:44,22:25,19.0,N324AA,370.0,American Airlines Inc.
2013-03-17,20:43,20:45,-2.0,24:00,23:57,3.0,N796JB,348.0,JetBlue Airways
2013-03-17,20:51,20:05,46.0,00:05,23:15,50.0,N632VA,353.0,Virgin America
2013-03-17,21:04,21:00,4.0,00:34,00:32,2.0,N706TW,359.0,Delta Air Lines Inc.
2013-03-17,16:34,16:30,4.0,19:58,19:54,4.0,N775JB,350.0,JetBlue Airways
2013-03-17,19:00,19:00,0.0,22:27,22:40,-13.0,N722TW,345.0,Delta Air Lines Inc.
2013-03-17,21:46,21:35,11.0,01:02,00:50,12.0,N335AA,352.0,American Airlines Inc.
2013-03-17,14:40,14:45,-5.0,18:26,18:19,7.0,N712TW,365.0,Delta Air Lines Inc.
2013-03-17,13:41,13:45,-4.0,17:10,17:05,5.0,N320AA,353.0,American Airlines Inc.
2013-03-17,15:59,16:00,-1.0,20:00,19:34,26.0,N713TW,366.0,Delta Air Lines Inc.
2013-03-17,07:01,07:00,1.0,10:21,10:30,-9.0,N721TW,342.0,Delta Air Lines Inc.
2013-03-17,07:08,07:10,-2.0,10:57,10:35,22.0,N625VA,378.0,Virgin America
2013-03-17,07:21,07:15,6.0,10:50,10:37,13.0,N535JB,355.0,JetBlue Airways
2013-03-17,07:29,07:30,-1.0,10:31,11:00,-29.0,N335AA,346.0,American Airlines Inc.
2013-03-17,08:39,08:40,-1.0,11:51,11:47,4.0,N557UA,341.0,United Air Lines Inc.
2013-03-17,08:53,09:00,-7.0,12:39,12:20,19.0,N323AA,375.0,American Airlines Inc.
2013-03-17,11:59,12:00,-1.0,15:15,15:10,5.0,N319AA,344.0,American Airlines Inc.
2013-03-17,10:24,10:30,-6.0,13:28,13:40,-12.0,N327AA,340.0,American Airlines Inc.
2013-03-17,10:32,09:00,92.0,13:49,12:24,85.0,N707TW,350.0,Delta Air Lines Inc.
2013-03-17,11:21,11:30,-9.0,14:22,14:37,-15.0,N512UA,339.0,United Air Lines Inc.
2013-03-17,11:22,11:15,7.0,14:35,14:24,11.0,N583JB,352.0,JetBlue Airways
2013-03-17,11:59,12:00,-1.0,15:15,15:11,4.0,N624AG,352.0,Delta Air Lines Inc.
2013-03-17,09:02,09:10,-8.0,12:41,12:35,6.0,N641VA,376.0,Virgin America
2013-03-17,13:29,13:25,4.0,16:55,16:50,5.0,N621VA,360.0,Virgin America
2013-03-18,15:47,15:45,2.0,19:35,19:10,25.0,N329AA,346.0,American Airlines Inc.
2013-03-18,15:54,16:00,-6.0,19:49,19:34,15.0,N705TW,351.0,Delta Air Lines Inc.
2013-03-18,16:26,16:30,-4.0,19:59,19:54,5.0,N708JB,353.0,JetBlue Airways
2013-03-18,16:46,16:45,1.0,20:41,20:05,36.0,N335AA,352.0,American Airlines Inc.
2013-03-18,17:26,16:55,31.0,21:04,20:30,34.0,N622VA,354.0,Virgin America
2013-03-18,18:55,19:00,-5.0,23:47,22:40,67.0,N712TW,360.0,Delta Air Lines Inc.
2013-03-18,18:02,17:53,9.0,21:47,21:05,42.0,N596UA,355.0,United Air Lines Inc.
2013-03-18,15:45,15:45,0.0,19:24,19:07,17.0,N29129,345.0,United Air Lines Inc.
2013-03-18,19:28,19:05,23.0,23:56,22:25,91.0,N339AA,332.0,American Airlines Inc.
2013-03-18,21:10,20:45,25.0,01:18,23:57,81.0,N809JB,359.0,JetBlue Airways
2013-03-18,22:20,20:29,111.0,02:05,23:33,152.0,N557UA,354.0,United Air Lines Inc.
2013-03-18,22:58,21:35,83.0,02:42,00:50,112.0,N338AA,344.0,American Airlines Inc.
2013-03-18,23:17,20:05,192.0,03:19,23:30,229.0,N642VA,366.0,Virgin America
2013-03-18,17:38,17:25,13.0,21:11,21:00,11.0,N706TW,353.0,Delta Air Lines Inc.
2013-03-18,14:40,14:45,-5.0,18:03,18:19,-16.0,N721TW,346.0,Delta Air Lines Inc.
2013-03-18,11:55,12:00,-5.0,15:05,15:10,-5.0,N324AA,346.0,American Airlines Inc.
2013-03-18,13:22,13:25,-3.0,16:57,16:50,7.0,N640VA,354.0,Virgin America
2013-03-18,11:52,12:00,-8.0,15:14,15:11,3.0,N704X,367.0,Delta Air Lines Inc.
2013-03-18,11:24,11:30,-6.0,14:19,14:37,-18.0,N508UA,339.0,United Air Lines Inc.
2013-03-18,11:13,11:15,-2.0,14:30,14:24,6.0,N806JB,353.0,JetBlue Airways
2013-03-18,10:25,10:30,-5.0,13:31,13:40,-9.0,N319AA,343.0,American Airlines Inc.
2013-03-18,09:09,09:10,-1.0,12:27,12:35,-8.0,N626VA,346.0,Virgin America
2013-03-18,09:00,09:00,0.0,12:31,12:20,11.0,N328AA,354.0,American Airlines Inc.
2013-03-18,08:57,09:00,-3.0,12:14,12:24,-10.0,N705TW,336.0,Delta Air Lines Inc.
2013-03-18,08:32,08:40,-8.0,11:38,11:50,-12.0,N512UA,332.0,United Air Lines Inc.
2013-03-18,07:28,07:30,-2.0,10:33,11:00,-27.0,N338AA,337.0,American Airlines Inc.
2013-03-18,07:18,07:15,3.0,10:46,10:37,9.0,N784JB,351.0,JetBlue Airways
2013-03-18,07:08,07:10,-2.0,10:44,10:35,9.0,N639VA,354.0,Virgin America
2013-03-18,06:54,07:00,-6.0,10:22,10:30,-8.0,N624AG,347.0,Delta Air Lines Inc.
2013-03-18,06:06,06:10,-4.0,09:15,09:25,-10.0,N525UA,340.0,United Air Lines Inc.
2013-03-18,13:46,13:45,1.0,17:15,17:05,10.0,N327AA,354.0,American Airlines Inc.
2013-03-18,10:20,21:00,800.0,13:36,00:32,784.0,N624AG,335.0,Delta Air Lines Inc.
2013-03-19,17:21,17:25,-4.0,20:28,21:00,-32.0,N712TW,340.0,Delta Air Lines Inc.
2013-03-19,06:03,06:10,-7.0,09:18,09:25,-7.0,N505UA,343.0,United Air Lines Inc.
2013-03-19,21:54,19:00,174.0,01:19,22:40,159.0,N723TW,341.0,Delta Air Lines Inc.
2013-03-19,21:36,21:35,1.0,00:47,00:50,-3.0,N323AA,344.0,American Airlines Inc.
2013-03-19,21:01,21:00,1.0,00:11,00:32,-21.0,N722TW,332.0,Delta Air Lines Inc.
2013-03-19,20:44,20:45,-1.0,23:56,23:57,-1.0,N705JB,343.0,JetBlue Airways
2013-03-19,20:26,20:29,-3.0,23:35,23:33,2.0,N555UA,331.0,United Air Lines Inc.
2013-03-19,20:18,20:05,13.0,23:31,23:30,1.0,N639VA,342.0,Virgin America
2013-03-19,19:06,19:05,1.0,22:04,22:25,-21.0,N327AA,334.0,American Airlines Inc.
2013-03-19,17:51,17:53,-2.0,20:57,21:05,-8.0,N557UA,343.0,United Air Lines Inc.
2013-03-19,17:12,16:55,17.0,20:31,20:30,1.0,N628VA,351.0,Virgin America
2013-03-19,16:45,16:45,0.0,20:01,20:05,-4.0,N338AA,336.0,American Airlines Inc.
2013-03-19,16:32,16:30,2.0,20:02,19:54,8.0,N579JB,346.0,JetBlue Airways
2013-03-19,16:10,16:00,10.0,19:47,19:34,13.0,N727TW,334.0,Delta Air Lines Inc.
2013-03-19,15:39,15:45,-6.0,18:52,19:10,-18.0,N324AA,337.0,American Airlines Inc.
2013-03-19,14:41,14:45,-4.0,18:05,18:19,-14.0,N713TW,337.0,Delta Air Lines Inc.
2013-03-19,15:58,15:45,13.0,19:22,19:07,15.0,N14118,351.0,United Air Lines Inc.
2013-03-19,13:24,13:25,-1.0,16:37,16:50,-13.0,N641VA,349.0,Virgin America
2013-03-19,06:57,07:00,-3.0,10:25,10:30,-5.0,N707TW,353.0,Delta Air Lines Inc.
2013-03-19,07:12,07:15,-3.0,10:36,10:37,-1.0,N705JB,347.0,JetBlue Airways
2013-03-19,07:12,07:10,2.0,10:42,10:35,7.0,N626VA,359.0,Virgin America
2013-03-19,07:27,07:30,-3.0,10:38,11:00,-22.0,N323AA,348.0,American Airlines Inc.
2013-03-19,08:37,08:40,-3.0,11:44,11:50,-6.0,N596UA,339.0,United Air Lines Inc.
2013-03-19,13:44,13:45,-1.0,16:57,17:05,-8.0,N328AA,345.0,American Airlines Inc.
2013-03-19,08:57,09:00,-3.0,12:23,12:24,-1.0,N711ZX,343.0,Delta Air Lines Inc.
2013-03-19,08:51,09:00,-9.0,12:08,12:20,-12.0,N320AA,348.0,American Airlines Inc.
2013-03-19,10:20,10:30,-10.0,13:30,13:40,-10.0,N335AA,337.0,American Airlines Inc.
2013-03-19,11:22,11:30,-8.0,14:15,14:37,-22.0,N508UA,335.0,United Air Lines Inc.
2013-03-19,11:44,11:15,29.0,14:36,14:24,12.0,N623JB,334.0,JetBlue Airways
2013-03-19,11:57,12:00,-3.0,15:05,15:11,-6.0,N721TW,339.0,Delta Air Lines Inc.
2013-03-19,11:57,12:00,-3.0,14:57,15:10,-13.0,N319AA,339.0,American Airlines Inc.
2013-03-19,09:02,09:10,-8.0,12:26,12:35,-9.0,N622VA,350.0,Virgin America
2013-03-20,15:41,15:45,-4.0,19:02,19:10,-8.0,N327AA,346.0,American Airlines Inc.
2013-03-20,17:13,16:55,18.0,20:34,20:30,4.0,N630VA,359.0,Virgin America
2013-03-20,15:56,15:45,11.0,19:49,19:07,42.0,N41140,362.0,United Air Lines Inc.
2013-03-20,15:59,16:00,-1.0,19:50,19:34,16.0,N712TW,365.0,Delta Air Lines Inc.
2013-03-20,16:27,16:30,-3.0,20:06,19:54,12.0,N705JB,355.0,JetBlue Airways
2013-03-20,16:59,16:45,14.0,20:07,20:05,2.0,N323AA,340.0,American Airlines Inc.
2013-03-20,17:50,17:53,-3.0,20:53,21:05,-12.0,N560UA,337.0,United Air Lines Inc.
2013-03-20,21:38,21:35,3.0,00:54,00:50,4.0,N329AA,350.0,American Airlines Inc.
2013-03-20,19:09,19:05,4.0,22:05,22:25,-20.0,N328AA,335.0,American Airlines Inc.
2013-03-20,20:05,20:05,0.0,23:32,23:30,2.0,N642VA,350.0,Virgin America
2013-03-20,20:29,20:29,0.0,23:17,23:33,-16.0,N596UA,326.0,United Air Lines Inc.
2013-03-20,20:43,20:45,-2.0,23:53,23:57,-4.0,N768JB,346.0,JetBlue Airways
2013-03-20,21:20,21:00,20.0,00:48,00:32,16.0,N624AG,351.0,Delta Air Lines Inc.
2013-03-20,14:42,14:45,-3.0,18:03,18:19,-16.0,N706TW,348.0,Delta Air Lines Inc.
2013-03-20,18:57,19:00,-3.0,22:36,22:40,-4.0,N723TW,350.0,Delta Air Lines Inc.
2013-03-20,13:37,13:25,12.0,16:58,16:50,8.0,N634VA,362.0,Virgin America
2013-03-20,17:24,17:25,-1.0,21:00,21:00,0.0,N722TW,354.0,Delta Air Lines Inc.
2013-03-20,11:54,12:00,-6.0,15:05,15:10,-5.0,N339AA,346.0,American Airlines Inc.
2013-03-20,06:03,06:10,-7.0,08:59,09:25,-26.0,N510UA,336.0,United Air Lines Inc.
2013-03-20,06:57,07:00,-3.0,10:24,10:30,-6.0,N721TW,353.0,Delta Air Lines Inc.
2013-03-20,07:10,07:10,0.0,10:33,10:35,-2.0,N636VA,354.0,Virgin America
2013-03-20,07:13,07:15,-2.0,10:29,10:37,-8.0,N646JB,348.0,JetBlue Airways
2013-03-20,07:28,07:30,-2.0,10:36,11:00,-24.0,N329AA,347.0,American Airlines Inc.
2013-03-20,08:31,08:40,-9.0,11:46,11:50,-4.0,N557UA,345.0,United Air Lines Inc.
2013-03-20,08:55,09:00,-5.0,12:00,12:24,-24.0,N712TW,330.0,Delta Air Lines Inc.
2013-03-20,13:37,13:45,-8.0,17:01,17:05,-4.0,N336AA,356.0,American Airlines Inc.
2013-03-20,09:00,09:00,0.0,12:03,12:20,-17.0,N320AA,342.0,American Airlines Inc.
2013-03-20,09:11,09:10,1.0,12:34,12:35,-1.0,N629VA,356.0,Virgin America
2013-03-20,10:23,10:30,-7.0,13:25,13:40,-15.0,N335AA,344.0,American Airlines Inc.
2013-03-20,11:22,11:15,7.0,14:30,14:24,6.0,N648JB,349.0,JetBlue Airways
2013-03-20,11:22,11:30,-8.0,14:34,14:37,-3.0,N508UA,350.0,United Air Lines Inc.
2013-03-20,11:54,12:00,-6.0,15:08,15:11,-3.0,N705TW,343.0,Delta Air Lines Inc.
2013-03-21,15:42,15:45,-3.0,19:08,19:07,1.0,N17122,340.0,United Air Lines Inc.
