station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LAX,2013-03-28 16:53,61.00,52.00,72.22,0.00,0.00,0.00,30.08,1018.40,6.00,,BKN,,,,1600.00,,,,HZ,,,,,,,60.98,KLAX 281653Z 00000KT 6SM HZ BKN016 16/11 A3008 RMK AO2 SLP184 BKN V SCT T01610111,
LAX,2013-03-28 17:53,63.00,53.00,70.07,280.00,4.00,0.00,30.09,1018.80,6.00,,SCT,BKN,,,1600.00,18000.00,,,HZ,,,,,,,62.96,KLAX 281753Z 28004KT 6SM HZ SCT016 BKN180 17/12 A3009 RMK AO2 SLP188 T01720117 10172 20133 53008,
LAX,2013-03-28 18:53,63.00,53.00,70.07,,6.00,0.00,30.08,1018.50,6.00,,FEW,SCT,,,1700.00,18000.00,,,HZ,,,,,,,62.96,KLAX 281853Z VRB06KT 6SM HZ FEW017 SCT180 17/12 A3008 RMK AO2 SLP185 T01720117,
LAX,2013-03-28 19:53,65.00,53.00,65.37,260.00,8.00,0.00,30.06,1017.80,6.00,,FEW,SCT,,,1800.00,20000.00,,,HZ,,,,,,,64.94,KLAX 281953Z 26008KT 230V290 6SM HZ FEW018 SCT200 18/12 A3006 RMK AO2 SLP178 T01830117,
LAX,2013-03-28 20:53,65.00,53.00,65.37,260.00,11.00,0.00,30.05,1017.60,6.00,,FEW,SCT,,,2000.00,20000.00,,,HZ,,,,,,,64.94,KLAX 282053Z 26011KT 6SM HZ FEW020 SCT200 18/12 A3005 RMK AO2 SLP176 T01830117 56010,
LAX,2013-03-28 21:53,63.00,53.00,70.07,250.00,14.00,0.00,30.05,1017.50,7.00,,FEW,SCT,BKN,,1000.00,2500.00,20000.00,,,,,,,,,62.96,KLAX 282153Z 25014KT 7SM FEW010 SCT025 BKN200 17/12 A3005 RMK AO2 SLP175 T01720117,
LAX,2013-03-28 22:53,61.00,53.00,75.14,260.00,13.00,0.00,30.04,1017.30,10.00,,FEW,SCT,BKN,,1100.00,2500.00,20000.00,,,,,,,,,60.98,KLAX 282253Z 26013KT 10SM FEW011 SCT025 BKN200 16/12 A3004 RMK AO2 SLP173 T01610117,
LAX,2013-03-28 23:53,60.00,53.00,77.59,240.00,9.00,0.00,30.04,1017.00,10.00,,FEW,SCT,BKN,,1100.00,2500.00,20000.00,,,,,,,,,60.08,KLAX 282353Z 24009KT 10SM FEW011 SCT025 BKN200 16/12 A3004 RMK AO2 SLP170 T01560117 10189 20156 58007,
LAX,2013-03-29 00:21,60.80,53.60,77.14,260.00,10.00,0.00,30.03,,10.00,,FEW,SCT,BKN,,900.00,2500.00,20000.00,,,,,,,,,60.80,KLAX 290021Z 26010KT 10SM FEW009 SCT025 BKN200 16/12 A3003 RMK AO2,
LAX,2013-03-29 00:36,60.80,53.60,77.14,270.00,12.00,0.00,30.04,,10.00,,BKN,BKN,BKN,,900.00,2500.00,20000.00,,,,,,,,,60.80,KLAX 290036Z 27012KT 10SM BKN009 BKN025 BKN200 16/12 A3004 RMK AO2,
LAX,2013-03-29 00:53,59.00,53.00,80.64,270.00,11.00,0.00,30.04,1017.10,10.00,,BKN,OVC,,,900.00,20000.00,,,,,,,,,,59.00,KLAX 290053Z 27011KT 10SM BKN009 OVC200 15/12 A3004 RMK AO2 SLP171 T01500117,
LAX,2013-03-29 05:53,57.00,55.00,93.08,230.00,4.00,0.00,30.06,1017.90,9.00,,OVC,,,,700.00,,,,,,,,,,,57.02,KLAX 290553Z 23004KT 9SM OVC007 14/13 A3006 RMK AO2 SLP179 T01390128 10156 20139 51012,
LAX,2013-03-29 06:53,58.00,54.00,86.63,190.00,4.00,0.00,30.06,1017.80,8.00,,SCT,,,,700.00,,,,,,,,,,,57.92,KLAX 290653Z 19004KT 8SM SCT007 14/12 A3006 RMK AO2 SLP178 T01440122,
LAX,2013-03-29 07:41,57.20,53.60,87.74,260.00,3.00,0.00,30.08,,7.00,,FEW,BKN,,,300.00,700.00,,,BCFG BR,,,,,,,57.20,KLAX 290741Z 26003KT 7SM BCFG BR FEW003 BKN007 14/12 A3008 RMK AO2 VIS W 2,
LAX,2013-03-29 07:53,57.00,54.00,89.48,260.00,3.00,0.00,30.07,1018.10,7.00,,FEW,OVC,,,300.00,700.00,,,BCFG,,,,,,,57.02,KLAX 290753Z 26003KT 7SM BCFG FEW003 OVC007 14/12 A3007 RMK AO2 SLP181 VIS W 2 T01390122 401890128,
LAX,2013-03-29 08:53,57.00,54.00,89.48,260.00,4.00,0.00,30.08,1018.30,2.50,,FEW,OVC,,,200.00,500.00,,,BCFG BR,,,,,,,57.02,KLAX 290853Z 26004KT 2 1/2SM BCFG BR FEW002 OVC005 14/12 A3008 RMK AO2 SLP183 VIS 2V4 FG FEW002 ASOS VIS 7 T01390122 53005,
LAX,2013-03-29 09:53,57.00,54.00,89.48,0.00,0.00,0.00,30.07,1018.20,2.50,,FEW,OVC,,,200.00,500.00,,,BCFG BR,,,,,,,57.02,KLAX 290953Z 00000KT 2 1/2SM BCFG BR FEW002 OVC005 14/12 A3007 RMK AO2 SLP182 FG FEW002 ASOS VIS 6 T01390122,
LAX,2013-03-29 10:40,57.20,53.60,87.74,50.00,3.00,0.00,30.06,,3.00,,FEW,OVC,,,200.00,500.00,,,BCFG BR,,,,,,,57.20,KLAX 291040Z 05003KT 3SM BCFG BR FEW002 OVC005 14/12 A3006 RMK AO2 FG FEW002 ASOS VIS 7,
LAX,2013-03-29 10:53,57.00,54.00,89.48,0.00,0.00,0.00,30.06,1017.70,3.00,,FEW,OVC,,,200.00,500.00,,,BCFG BR,,,,,,,57.02,KLAX 291053Z 00000KT 3SM BCFG BR FEW002 OVC005 14/12 A3006 RMK AO2 SLP177 FG FEW002 ASOS VIS 7 T01390122,
LAX,2013-03-29 11:53,57.00,54.00,89.48,0.00,0.00,0.00,30.07,1018.00,3.00,,FEW,OVC,,,200.00,600.00,,,BCFG BR,,,,,,,57.02,KLAX 291153Z 00000KT 3SM BCFG BR FEW002 OVC006 14/12 A3007 RMK AO2 SLP180 FG FEW002 ASOS VIS 5 T01390122 10144 20133 55004,
LAX,2013-03-29 12:53,57.00,53.00,86.58,0.00,0.00,0.00,30.08,1018.30,3.00,,FEW,OVC,,,200.00,600.00,,,BCFG BR,,,,,,,57.02,KLAX 291253Z 00000KT 3SM BCFG BR FEW002 OVC006 14/12 A3008 RMK AO2 SLP183 FG FEW002 ASOS VIS 4 T01390117,
LAX,2013-03-29 13:40,57.20,53.60,87.74,0.00,0.00,0.00,30.09,,2.50,,FEW,OVC,,,100.00,700.00,,,BCFG BR,,,,,,,57.20,KLAX 291340Z 00000KT 2 1/2SM BCFG BR FEW001 OVC007 14/12 A3009 RMK AO2 FG FEW001 ASOS VIS 5,
LAX,2013-03-29 13:53,58.00,53.00,83.82,40.00,6.00,0.00,30.09,1018.70,2.50,,FEW,OVC,,,100.00,700.00,,,BCFG BR,,,,,,,57.92,KLAX 291353Z 04006KT 2 1/2SM BCFG BR FEW001 OVC007 14/12 A3009 RMK AO2 SLP187 FG FEW001 ASOS VIS 5 T01440117,
LAX,2013-03-29 14:53,58.00,53.00,83.82,100.00,3.00,0.00,30.10,1019.30,2.50,,FEW,OVC,,,100.00,900.00,,,BR,,,,,,,57.92,KLAX 291453Z 10003KT 2 1/2SM BR FEW001 OVC009 14/12 A3010 RMK AO2 SLP193 FG FEW001 VIS 2V3 ASOS VIS 3 T01440117 53013,
LAX,2013-03-29 15:20,59.00,53.60,82.25,50.00,4.00,0.00,30.10,,2.50,,FEW,OVC,,,100.00,1100.00,,,BR,,,,,,,59.00,KLAX 291520Z 05004KT 2 1/2SM BR FEW001 OVC011 15/12 A3010 RMK AO2 FG FEW001 VIS 2V3 ASOS VIS 3,
LAX,2013-03-29 15:53,59.00,53.00,80.64,,3.00,0.00,30.10,1019.30,3.00,,FEW,OVC,,,100.00,1100.00,,,BCFG BR,,,,,,,59.00,KLAX 291553Z VRB03KT 3SM BCFG BR FEW001 OVC011 15/12 A3010 RMK AO2 SLP193 FG FEW001 T01500117,
LAX,2013-03-29 16:53,61.00,53.00,75.14,110.00,5.00,0.00,30.10,1019.40,3.00,,FEW,SCT,,,100.00,1100.00,,,BR,,,,,,,60.98,KLAX 291653Z 11005KT 3SM BR FEW001 SCT011 16/12 A3010 RMK AO2 SLP194 FG FEW001 SCT V BKN T01610117,
LAX,2013-03-29 17:53,63.00,54.00,72.42,270.00,9.00,0.00,30.12,1019.90,4.00,,SCT,,,,1100.00,,,,HZ,,,,,,,62.96,KLAX 291753Z 27009KT 4SM HZ SCT011 17/12 A3012 RMK AO2 SLP199 T01720122 10178 20139 53006,
LAX,2013-03-29 18:53,64.00,54.00,69.72,250.00,9.00,0.00,30.12,1019.70,4.00,,FEW,,,,1100.00,,,,HZ,,,,,,,64.04,KLAX 291853Z 25009KT 4SM HZ FEW011 18/12 A3012 RMK AO2 SLP197 T01780122,
LAX,2013-03-29 19:53,62.00,54.00,74.75,280.00,7.00,0.00,30.10,1019.30,4.00,,SCT,,,,1100.00,,,,HZ,,,,,,,62.06,KLAX 291953Z 28007KT 4SM HZ SCT011 17/12 A3010 RMK AO2 SLP193 T01670122,
LAX,2013-03-29 20:53,62.00,54.00,74.75,250.00,10.00,0.00,30.08,1018.60,6.00,,SCT,BKN,,,1100.00,15000.00,,,HZ,,,,,,,62.06,KLAX 292053Z 25010KT 6SM HZ SCT011 BKN150 17/12 A3008 RMK AO2 SLP186 T01670122 58012,
LAX,2013-03-29 21:38,60.80,53.60,77.14,270.00,11.00,0.00,30.08,,6.00,,BKN,BKN,,,800.00,15000.00,,,HZ,,,,,,,60.80,KLAX 292138Z 27011KT 6SM HZ BKN008 BKN150 16/12 A3008 RMK AO2,
LAX,2013-03-29 21:53,59.00,53.00,80.64,270.00,13.00,0.00,30.08,1018.40,6.00,,BKN,BKN,,,800.00,15000.00,,,HZ,,,,,,,59.00,KLAX 292153Z 27013KT 6SM HZ BKN008 BKN150 15/12 A3008 RMK AO2 SLP184 T01500117,
LAX,2013-03-29 22:53,58.00,53.00,83.82,260.00,10.00,0.00,30.06,1018.00,6.00,,BKN,BKN,,,600.00,15000.00,,,HZ,,,,,,,57.92,KLAX 292253Z 26010KT 6SM HZ BKN006 BKN150 14/12 A3006 RMK AO2 SLP180 T01440117,
LAX,2013-03-29 23:53,58.00,53.00,83.82,240.00,11.00,0.00,30.06,1017.80,0.50,,BKN,BKN,,,600.00,25000.00,,,HZ,,,,,,,57.92,KLAX 292353Z 24011KT 1/2SM R25R/P6000FT HZ BKN006 BKN250 14/12 A3006 RMK AO2 SLP178 VIS S-NW 1/4 ASOS VIS 10 T01440117 10183 20144 56008,
LAX,2013-03-30 00:37,55.40,53.60,93.65,250.00,9.00,0.00,30.06,,5.00,,OVC,,,,600.00,,,,BR,,,,,,,55.40,KLAX 300037Z 25009KT 5SM BR OVC006 13/12 A3006 RMK AO2,
LAX,2013-03-30 00:53,57.00,53.00,86.58,260.00,11.00,0.00,30.06,1017.90,7.00,,OVC,,,,600.00,,,,,,,,,,,57.02,KLAX 300053Z 26011KT 7SM OVC006 14/12 A3006 RMK AO2 SLP179 T01390117,
LAX,2013-03-30 01:01,57.20,53.60,87.74,260.00,12.00,0.00,30.07,,2.00,,OVC,,,,600.00,,,,BR,,,,,,,57.20,KLAX 300101Z 26012KT 2SM BR OVC006 14/12 A3007 RMK AO2 ASOS VIS 10,
LAX,2013-03-30 01:53,57.00,53.00,86.58,250.00,9.00,0.00,30.07,1018.30,2.00,,OVC,,,,600.00,,,,BR,,,,,,,57.02,KLAX 300153Z 25009KT 2SM BR OVC006 14/12 A3007 RMK AO2 SLP183 ASOS VIS 10 T01390117,
LAX,2013-03-30 02:09,57.20,53.60,87.74,260.00,9.00,0.00,30.07,,0.50,,OVC,,,,400.00,,,,FG,,,,,,,57.20,KLAX 300209Z 26009KT 1/2SM R25R/P6000FT FG OVC004 14/12 A3007 RMK AO2 ASOS VIS 10,
LAX,2013-03-30 02:49,55.40,53.60,93.65,270.00,9.00,0.00,30.08,,0.25,,OVC,,,,400.00,,,,FG,,,,,,,55.40,KLAX 300249Z 27009KT 1/4SM R25R/P6000FT FG OVC004 13/12 A3008 RMK AO2 ASOS VIS 10,
LAX,2013-03-30 02:53,56.00,54.00,93.05,270.00,6.00,0.00,30.08,1018.50,0.25,,OVC,,,,400.00,,,,FG,,,,,,,55.94,KLAX 300253Z 27006KT 1/4SM R25R/P6000FT FG OVC004 13/12 A3008 RMK AO2 SLP185 ASOS VIS 10 T01330122 53006,
LAX,2013-03-30 03:17,55.40,53.60,93.65,250.00,4.00,0.00,30.09,,0.50,,OVC,,,,200.00,,,,FG,,,,,,,55.40,KLAX 300317Z 25004KT 1/2SM R25R/P6000FT FG OVC002 13/12 A3009 RMK AO2 ASOS VIS 10,
LAX,2013-03-30 03:53,56.00,54.00,93.05,160.00,5.00,0.00,30.11,1019.40,0.50,,OVC,,,,400.00,,,,FG,,,,,,,55.94,KLAX 300353Z 16005KT 1/2SM R25R/P6000FT FG OVC004 13/12 A3011 RMK AO2 SLP194 ASOS VIS 10 T01330122,
LAX,2013-03-30 04:24,57.20,53.60,87.74,10.00,5.00,0.00,30.11,,7.00,,OVC,,,,400.00,,,,,,,,,,,57.20,KLAX 300424Z 01005KT 7SM OVC004 14/12 A3011 RMK AO2,
LAX,2013-03-30 04:53,57.00,54.00,89.48,0.00,0.00,0.00,30.12,1019.90,7.00,,BKN,,,,400.00,,,,,,,,,,,57.02,KLAX 300453Z 00000KT 7SM BKN004 14/12 A3012 RMK AO2 SLP199 T01390122,
LAX,2013-03-30 05:53,58.00,54.00,86.63,0.00,0.00,0.00,30.12,1019.80,7.00,,FEW,BKN,,,400.00,900.00,,,,,,,,,,57.92,KLAX 300553Z 00000KT 7SM FEW004 BKN009 14/12 A3012 RMK AO2 SLP198 T01440122 10144 20128 50014,
LAX,2013-03-30 06:53,57.00,54.00,89.48,230.00,7.00,0.00,30.12,1019.70,6.00,,FEW,BKN,,,400.00,900.00,,,BR,,,,,,,57.02,KLAX 300653Z 23007KT 6SM BR FEW004 BKN009 14/12 A3012 RMK AO2 SLP197 T01390122,
LAX,2013-03-30 07:13,57.20,53.60,87.74,260.00,6.00,0.00,30.11,,5.00,,BKN,BKN,,,400.00,900.00,,,BR,,,,,,,57.20,KLAX 300713Z 26006KT 5SM BR BKN004 BKN009 14/12 A3011 RMK AO2,
LAX,2013-03-30 07:53,57.00,54.00,89.48,270.00,6.00,0.00,30.11,1019.70,5.00,,OVC,,,,400.00,,,,BR,,,,,,,57.02,KLAX 300753Z 27006KT 5SM BR OVC004 14/12 A3011 RMK AO2 SLP197 T01390122 401830128,
LAX,2013-03-30 08:53,56.00,54.00,93.05,270.00,5.00,0.00,30.11,1019.60,8.00,,OVC,,,,400.00,,,,,,,,,,,55.94,KLAX 300853Z 27005KT 8SM OVC004 13/12 A3011 RMK AO2 SLP196 T01330122 56003,
LAX,2013-03-30 09:53,56.00,53.00,90.03,270.00,5.00,0.00,30.10,1019.10,10.00,,OVC,,,,400.00,,,,,,,,,,,55.94,KLAX 300953Z 27005KT 10SM OVC004 13/12 A3010 RMK AO2 SLP191 T01330117,
LAX,2013-03-30 10:08,55.40,53.60,93.65,320.00,4.00,0.00,30.09,,10.00,,OVC,,,,600.00,,,,,,,,,,,55.40,KLAX 301008Z 32004KT 10SM OVC006 13/12 A3009 RMK AO2,
LAX,2013-03-30 10:22,55.40,53.60,93.65,300.00,4.00,0.00,30.09,,8.00,,OVC,,,,400.00,,,,,,,,,,,55.40,KLAX 301022Z 30004KT 8SM OVC004 13/12 A3009 RMK AO2,
LAX,2013-03-30 10:53,56.00,53.00,90.03,330.00,4.00,0.00,30.06,1017.90,8.00,,OVC,,,,400.00,,,,,,,,,,,55.94,KLAX 301053Z 33004KT 8SM OVC004 13/12 A3006 RMK AO2 SLP179 T01330117,
LAX,2013-03-30 11:53,56.00,54.00,93.05,240.00,4.00,0.00,30.08,1018.40,8.00,,OVC,,,,400.00,,,,,,,,,,,55.94,KLAX 301153Z 24004KT 8SM OVC004 13/12 A3008 RMK AO2 SLP184 T01330122 10144 20128 55012,
LAX,2013-03-30 12:53,56.00,53.00,90.03,260.00,10.00,0.00,30.10,1019.20,10.00,,OVC,,,,400.00,,,,,,,,,,,55.94,KLAX 301253Z 26010KT 10SM OVC004 13/12 A3010 RMK AO2 SLP192 T01330117,
LAX,2013-03-30 13:33,55.40,53.60,93.65,280.00,4.00,0.00,30.10,,10.00,,BKN,OVC,,,500.00,1100.00,,,,,,,,,,55.40,KLAX 301333Z 28004KT 10SM BKN005 OVC011 13/12 A3010 RMK AO2,
LAX,2013-03-30 13:53,57.00,53.00,86.58,330.00,4.00,0.00,30.11,1019.40,10.00,,BKN,OVC,,,500.00,900.00,,,,,,,,,,57.02,KLAX 301353Z 33004KT 10SM BKN005 OVC009 14/12 A3011 RMK AO2 SLP194 T01390117,
LAX,2013-03-30 14:53,56.00,53.00,90.03,,4.00,0.00,30.12,1019.70,8.00,,FEW,OVC,,,400.00,700.00,,,,,,,,,,55.94,KLAX 301453Z VRB04KT 8SM FEW004 OVC007 13/12 A3012 RMK AO2 SLP197 T01330117 51013,
LAX,2013-03-30 15:53,57.00,53.00,86.58,,3.00,0.00,30.12,1019.90,6.00,,FEW,OVC,,,400.00,700.00,,,BR,,,,,,,57.02,KLAX 301553Z VRB03KT 6SM BR FEW004 OVC007 14/12 A3012 RMK AO2 SLP199 T01390117,
LAX,2013-03-30 16:44,59.00,53.60,82.25,,6.00,0.00,30.14,,8.00,,FEW,OVC,,,600.00,1000.00,,,,,,,,,,59.00,KLAX 301644Z VRB06KT 8SM FEW006 OVC010 15/12 A3014 RMK AO2,
LAX,2013-03-30 16:53,58.00,53.00,83.82,260.00,9.00,0.00,30.14,1020.60,8.00,,FEW,OVC,,,600.00,1000.00,,,,,,,,,,57.92,KLAX 301653Z 26009KT 8SM FEW006 OVC010 14/12 A3014 RMK AO2 SLP206 T01440117,
LAX,2013-03-30 17:53,59.00,53.00,80.64,0.00,0.00,0.00,30.14,1020.60,10.00,,FEW,OVC,,,500.00,1000.00,,,,,,,,,,59.00,KLAX 301753Z 00000KT 10SM FEW005 OVC010 15/12 A3014 RMK AO2 SLP206 T01500117 10150 20128 51009,
LAX,2013-03-30 18:35,60.80,53.60,77.14,290.00,4.00,0.00,30.14,,10.00,,FEW,SCT,,,500.00,1100.00,,,,,,,,,,60.80,KLAX 301835Z 29004KT 10SM FEW005 SCT011 16/12 A3014 RMK AO2,
LAX,2013-03-30 18:53,62.00,53.00,72.33,,5.00,0.00,30.14,1020.70,10.00,,FEW,SCT,SCT,,600.00,1100.00,8000.00,,,,,,,,,62.06,KLAX 301853Z VRB05KT 10SM FEW006 SCT011 SCT080 17/12 A3014 RMK AO2 SLP207 T01670117,
LAX,2013-03-30 19:53,62.00,53.00,72.33,250.00,8.00,0.00,30.13,1020.20,10.00,,FEW,SCT,,,900.00,8000.00,,,,,,,,,,62.06,KLAX 301953Z 25008KT 10SM FEW009 SCT080 17/12 A3013 RMK AO2 SLP202 T01670117,
LAX,2013-03-30 20:53,61.00,53.00,75.14,250.00,12.00,0.00,30.12,1019.90,10.00,,FEW,SCT,SCT,,500.00,900.00,8000.00,,,,,,,,,60.98,KLAX 302053Z 25012KT 10SM FEW005 SCT009 SCT080 16/12 A3012 RMK AO2 SLP199 T01610117 58007,
LAX,2013-03-30 21:05,60.80,53.60,77.14,250.00,14.00,0.00,30.12,,10.00,,FEW,BKN,BKN,,400.00,800.00,8500.00,,,,,,,,,60.80,KLAX 302105Z 25014KT 10SM FEW004 BKN008 BKN085 16/12 A3012 RMK AO2,
LAX,2013-03-30 21:53,60.00,52.00,74.56,270.00,12.00,0.00,30.10,1019.30,10.00,,FEW,BKN,BKN,,400.00,800.00,8500.00,,,,,,,,,60.08,KLAX 302153Z 27012KT 10SM FEW004 BKN008 BKN085 16/11 A3010 RMK AO2 SLP193 T01560111,
LAX,2013-03-30 22:53,61.00,53.00,75.14,270.00,11.00,0.00,30.08,1018.70,10.00,,BKN,BKN,,,800.00,8500.00,,,,,,,,,,60.98,KLAX 302253Z 27011KT 10SM BKN008 BKN085 16/12 A3008 RMK AO2 SLP187 T01610117,
LAX,2013-03-30 23:53,59.00,53.00,80.64,250.00,10.00,0.00,30.08,1018.60,10.00,,FEW,BKN,,,100.00,800.00,,,BCFG,,,,,,,59.00,KLAX 302353Z 25010KT 10SM BCFG FEW001 BKN008 15/12 A3008 RMK AO2 SLP186 FG FEW001 VIS W-NW 1/4 T01500117 10178 20144 56013,
LAX,2013-03-31 00:24,59.00,51.80,76.98,260.00,10.00,0.00,30.08,,10.00,,SCT,,,,800.00,,,,,,,,,,,59.00,KLAX 310024Z 26010KT 10SM SCT008 15/11 A3008 RMK AO2 $,
LAX,2013-03-31 00:53,58.00,52.00,80.55,260.00,9.00,0.00,30.07,1018.20,10.00,,FEW,SCT,,,800.00,3000.00,,,,,,,,,,57.92,KLAX 310053Z 26009KT 10SM FEW008 SCT030 14/11 A3007 RMK AO2 SLP182 T01440111,
LAX,2013-03-31 01:53,58.00,52.00,80.55,260.00,8.00,0.00,30.08,1018.30,10.00,,SCT,,,,800.00,,,,,,,,,,,57.92,KLAX 310153Z 26008KT 10SM SCT008 14/11 A3008 RMK AO2 SLP183 T01440111,
LAX,2013-03-31 02:17,57.20,53.60,87.74,270.00,9.00,0.00,30.08,,10.00,,BKN,,,,1000.00,,,,,,,,,,,57.20,KLAX 310217Z 27009KT 10SM BKN010 14/12 A3008 RMK AO2,
LAX,2013-03-31 02:53,58.00,53.00,83.82,270.00,10.00,0.00,30.08,1018.60,10.00,,BKN,,,,1000.00,,,,,,,,,,,57.92,KLAX 310253Z 27010KT 10SM BKN010 14/12 A3008 RMK AO2 SLP186 T01440117 55001,
LAX,2013-03-31 03:53,57.00,53.00,86.58,250.00,7.00,0.00,30.10,1019.00,10.00,,BKN,,,,1000.00,,,,,,,,,,,57.02,KLAX 310353Z 25007KT 10SM BKN010 14/12 A3010 RMK AO2 SLP190 T01390117,
LAX,2013-03-31 04:53,58.00,53.00,83.82,280.00,8.00,0.00,30.11,1019.60,10.00,,BKN,,,,1000.00,,,,,,,,,,,57.92,KLAX 310453Z 28008KT 10SM BKN010 14/12 A3011 RMK AO2 SLP196 T01440117,
LAX,2013-03-31 05:53,58.00,54.00,86.63,260.00,6.00,0.00,30.12,1019.90,10.00,,BKN,,,,1000.00,,,,,,,,,,,57.92,KLAX 310553Z 26006KT 10SM BKN010 14/12 A3012 RMK AO2 SLP199 T01440122 10156 20139 51013,
LAX,2013-03-31 06:53,59.00,54.00,83.34,260.00,9.00,0.00,30.12,1019.90,10.00,,BKN,,,,1000.00,,,,,,,,,,,59.00,KLAX 310653Z 26009KT 10SM BKN010 15/12 A3012 RMK AO2 SLP199 CIG 007V013 T01500122,
LAX,2013-03-31 07:53,59.00,55.00,86.69,280.00,7.00,0.00,30.13,1019.90,10.00,,BKN,BKN,,,1000.00,1500.00,,,,,,,,,,59.00,KLAX 310753Z 28007KT 10SM BKN010 BKN015 15/13 A3013 RMK AO2 SLP199 CIG 008V017 T01500128 401780128,
LAX,2013-03-31 08:53,59.00,55.00,86.69,0.00,0.00,0.00,30.11,1019.60,10.00,,BKN,OVC,,,1000.00,9500.00,,,,,,,,,,59.00,KLAX 310853Z 00000KT 10SM BKN010 OVC095 15/13 A3011 RMK AO2 SLP196 T01500128 58003,
LAX,2013-03-31 09:31,57.20,55.40,93.69,270.00,4.00,0.00,30.11,,10.00,,SCT,SCT,OVC,,1000.00,1500.00,9000.00,,,,,,,,,57.20,KLAX 310931Z 27004KT 10SM SCT010 SCT015 OVC090 14/13 A3011 RMK AO2 CIG 015 RWY24,
LAX,2013-03-31 09:39,59.00,55.40,87.83,0.00,0.00,0.00,30.11,,10.00,,FEW,BKN,OVC,,1000.00,1500.00,9000.00,,,,,,,,,59.00,KLAX 310939Z 00000KT 10SM FEW010 BKN015 OVC090 15/13 A3011 RMK AO2,
LAX,2013-03-31 09:53,59.00,55.00,86.69,280.00,3.00,0.00,30.11,1019.40,10.00,,FEW,BKN,OVC,,1000.00,1500.00,9000.00,,,,,,,,,59.00,KLAX 310953Z 28003KT 10SM FEW010 BKN015 OVC090 15/13 A3011 RMK AO2 SLP194 T01500128,
LAX,2013-03-31 09:59,59.00,55.40,87.83,0.00,0.00,0.00,30.10,,10.00,,FEW,OVC,,,800.00,1500.00,,,,,,,,,,59.00,KLAX 310959Z 00000KT 10SM FEW008 OVC015 15/13 A3010 RMK AO2,
LAX,2013-03-31 10:53,59.00,54.00,83.34,0.00,0.00,0.00,30.10,1019.10,10.00,,BKN,OVC,,,1500.00,2000.00,,,,,,,,,,59.00,KLAX 311053Z 00000KT 10SM BKN015 OVC020 15/12 A3010 RMK AO2 SLP191 T01500122,
LAX,2013-03-31 11:26,59.00,53.60,82.25,40.00,3.00,0.00,30.10,,10.00,,FEW,BKN,OVC,,900.00,1700.00,3600.00,,,,,,,,,59.00,KLAX 311126Z 04003KT 10SM FEW009 BKN017 OVC036 15/12 A3010 RMK AO2,
LAX,2013-03-31 11:33,59.00,53.60,82.25,0.00,0.00,0.00,30.10,,10.00,,FEW,SCT,OVC,,900.00,1900.00,3600.00,,,,,,,,,59.00,KLAX 311133Z 00000KT 10SM FEW009 SCT019 OVC036 15/12 A3010 RMK AO2,
LAX,2013-03-31 11:44,59.00,53.60,82.25,360.00,3.00,0.00,30.10,,10.00,,BKN,OVC,,,1300.00,3600.00,,,,,,,,,,59.00,KLAX 311144Z 36003KT 10SM BKN013 OVC036 15/12 A3010 RMK AO2,
LAX,2013-03-31 11:50,59.00,53.60,82.25,20.00,3.00,0.00,30.10,,10.00,,FEW,SCT,OVC,,1000.00,1500.00,3600.00,,,,,,,,,59.00,KLAX 311150Z 02003KT 10SM FEW010 SCT015 OVC036 15/12 A3010 RMK AO2,
LAX,2013-03-31 11:53,59.00,54.00,83.34,20.00,3.00,0.00,30.10,1019.10,10.00,,SCT,SCT,OVC,,1000.00,1500.00,3600.00,,,,,,,,,59.00,KLAX 311153Z 02003KT 10SM SCT010 SCT015 OVC036 15/12 A3010 RMK AO2 SLP191 T01500122 10150 20144 56003,
LAX,2013-03-31 11:59,59.00,53.60,82.25,40.00,3.00,0.00,30.10,,10.00,,BKN,BKN,OVC,,1000.00,1500.00,3600.00,,,,,,,,,59.00,KLAX 311159Z 04003KT 10SM BKN010 BKN015 OVC036 15/12 A3010 RMK AO2,
LAX,2013-03-31 12:44,59.00,53.60,82.25,0.00,0.00,0.00,30.10,,10.00,,SCT,BKN,BKN,,1200.00,2300.00,3600.00,,,,,,,,,59.00,KLAX 311244Z 00000KT 10SM SCT012 BKN023 BKN036 15/12 A3010 RMK AO2,
LAX,2013-03-31 12:53,59.00,54.00,83.34,0.00,0.00,0.00,30.10,1019.30,10.00,,BKN,OVC,,,1200.00,2300.00,,,,,,,,,,59.00,KLAX 311253Z 00000KT 10SM BKN012 OVC023 15/12 A3010 RMK AO2 SLP193 T01500122,
LAX,2013-03-31 13:53,60.00,54.00,80.19,130.00,3.00,0.00,30.10,1019.30,10.00,,BKN,BKN,,,1200.00,3800.00,,,,,,,,,,60.08,KLAX 311353Z 13003KT 10SM BKN012 BKN038 16/12 A3010 RMK AO2 SLP193 T01560122,
